,카테고리,제목,강사,가격,평점,리뷰,URL
110,프로그래밍 - 데이터 추출/분석,[30분 요약 시리즈 시즌2] Python 활용편,제주코딩베이스캠프,0,5.0,"""좋아요.""",https://edu.goorm.io/lecture/20254/30분-요약-시리즈-시즌2-python-활용편
111,프로그래밍 - 프로그래밍 기초,COS PRO 1급 기출문제 - Python,두잉창의코딩,0,4.9,"""yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee""",https://edu.goorm.io/lecture/17299/cos-pro-1급-기출문제-python
112,프로그래밍 - 프로그래밍 기초,COS PRO 1급 기출문제 - C++,두잉창의코딩,0,4.7,"""오호홍 좋아요!""",https://edu.goorm.io/lecture/17300/cos-pro-1급-기출문제-c
113,프로그래밍 - 프로그래밍 기초,COS PRO 1급 기출문제 - Java,두잉창의코딩,0,4.5,"""시험보는 방식으로 공부할 수 있어 좋습니다""",https://edu.goorm.io/lecture/17301/cos-pro-1급-기출문제-java
114,프로그래밍 - 프로그래밍 기초,COS PRO 1급 기출문제 - C언어,두잉창의코딩,0,4.6,"""참 재미있었다""",https://edu.goorm.io/lecture/17298/cos-pro-1급-기출문제-c언어
115,웹 프로그래밍 - 프로그래밍,프레임워크를 위한 JavaScript ES6,강태공,49000,4.9,"""종강하고 방학때 자바 스크립트 강좌를 듣는데 초보자의 관점에 맞춰서 재밌고 쉽게 설명해주셔서 재밌네요""",https://edu.goorm.io/lecture/19879/프레임워크를-위한-javascript-es6
116,프로그래밍 - 모바일 프로그래밍,5일 만에 200만원 버는 웹과 앱 만들기,조코딩,0,4.9,"""좋은 강의를 들어서 감사했습니다.""",https://edu.goorm.io/lecture/20213/5일-만에-200만원-버는-웹과-앱-만들기
117,웹 프로그래밍 - 프로그래밍,[따라하며 배우는 노드&리액트] 챗봇 사이트 만들기,John Ahn,0,3.5,,https://edu.goorm.io/lecture/20020/따라하며-배우는-노드-리액트-챗봇-사이트-만들기
118,프로그래밍 - 수학,친절한 통계학 feat. R,Issac Lee,0,5.0,"""통계 완벽 그 자체""",https://edu.goorm.io/lecture/20108/친절한-통계학-feat-r
119,웹 프로그래밍 - 프로그래밍,[따라하며 배우는 노드&리액트] 영화 사이트 만들기,John Ahn,0,5.0,"""이해하기 쉽게 설명해주고 있습니다. """,https://edu.goorm.io/lecture/20019/따라하며-배우는-노드-리액트-영화-사이트-만들기
120,프로그래밍 - 프로그래밍 기초,파닥파닥 Flutter (빠르고 가볍게 Flutter 흔들기),padak padak,0,4.8,"""좋은 무료강의 감사합니다.""",https://edu.goorm.io/lecture/17450/파닥파닥-flutter-빠르고-가볍게-flutter-흔들기
121,프로그래밍 - 프로그래밍 기초,무료 파이썬 기본편 - 6시간 뒤면 나도 개발자,나도코딩,0,5.0,"""이해하기 쉽게 설명해주셔서 귀에 쏙쏙들어와요 """,https://edu.goorm.io/lecture/19917/무료-파이썬-기본편-6시간-뒤면-나도-개발자
122,프로그래밍 - 모바일 프로그래밍,[무작정 풀스택] 플러터와 장고로 1시간 만에 퀴즈앱/서버 만들기,권태형,0,3.9,"""소스는 깃허브에 있는데...  받아서 봐가면서... 설명에 집중하시면 됩니다. 설명이 좀 빠르긴 하지만... 찬찬히 되돌려 보면서... 개발 흐름을 이해 하는게 중요할것 같네요... 자세한 공부는 관련 되는 내용들을 찾아가면서  직접 하나씩 해나가야 합니다...""",https://edu.goorm.io/lecture/20021/무작정-풀스택-플러터와-장고로-1시간-만에-퀴즈앱-서버-만들기
123,웹 프로그래밍 - 프로그래밍,쉽게 만드는 라라벨 뷰 채팅,코지 코더,0,5.0,,https://edu.goorm.io/lecture/18959/쉽게-만드는-라라벨-뷰-채팅
124,프로그래밍 - 데브옵스,Azure 가상 컴퓨터 - 초급,클라우드메이트,10000,0.0,,https://edu.goorm.io/lecture/19762/azure-가상-컴퓨터-초급
125,프로그래밍 - 프로그래밍 기초,한 눈에 읽는 자바 기초,구름,0,4.9,"""C보다는 조금 어렵게 설명이 돼 있는데 초보자 분들도 천천히 읽어보시면 이해하실 수 있지 싶어요!""",https://edu.goorm.io/lecture/19448/한-눈에-읽는-자바-기초
126,프로그래밍 - 인공지능,[Pytorch] 쉽고 빠르게 배우는 NLP,코코,55000,0.0,,https://edu.goorm.io/lecture/19637/pytorch-쉽고-빠르게-배우는-nlp
127,프로그래밍 - 인공지능,"딥러닝 강좌할껀데, 실습만 합니다",Yoseob Han,0,5.0,,https://edu.goorm.io/lecture/19373/딥러닝-강좌할껀데-실습만-합니다
128,프로그래밍 - 모바일 프로그래밍,[무작정 플러터] Flutter + Firebase 넷플릭스UI 클론 코딩,권태형,0,4.7,"""강좌 내용이 좋습니다.  다만 말은 좀 느린 편이신데 타이핑은 엄청 빠르게 하셔서. 영상배속을 0.75x 해서 보는 중입니다.""",https://edu.goorm.io/lecture/19172/무작정-플러터-flutter-firebase-넷플릭스ui-클론-코딩
129,웹 프로그래밍 - 프로그래밍,[스프링 시리즈2] 만들면서 배우는 Spring MVC 5,소프트캠퍼스,88000,5.0,,https://edu.goorm.io/lecture/19341/스프링-시리즈2-만들면서-배우는-spring-mvc-5
130,웹 프로그래밍 - 프로그래밍,쉽게 배우는 Vue.js 2 기초,코지 코더,0,4.9,"""Vue 프로젝트를 처음 설치하고  index.html 이 어떻게 화면에표시되는가 그 구조가 너무 알고싶었는데 아무리 찾아도 보이지않았습니다. 이강좌를 듣고 너무 도움이되었습니다.감사합니다""",https://edu.goorm.io/lecture/18958/쉽게-배우는-vue-js-2-기초
131,프로그래밍 - 모바일 프로그래밍,홍드로이드의 수익창출 앱 개발,홍드로이드,55000,4.8,"""강의는 강사에게 ^^""",https://edu.goorm.io/lecture/18156/홍드로이드의-수익창출-앱-개발
132,프로그래밍 - 데브옵스,따라하면서 배우는 리눅스 고급,_따라學IT따라하면서 배우는 IT,0,5.0,"""쉽게 잘설명하십니다! """,https://edu.goorm.io/lecture/18950/따라하면서-배우는-리눅스-고급
133,프로그래밍 - 데브옵스,따라하면서 배우는 리눅스 기초,_따라學IT따라하면서 배우는 IT,0,5.0,"""굳! """,https://edu.goorm.io/lecture/18808/따라하면서-배우는-리눅스-기초
134,프로그래밍 - 데이터 추출/분석,[R] KOSPI/KOSDAQ 전 종목 데이터 수집 및 관리,코코,55000,3.0,,https://edu.goorm.io/lecture/19043/r-kospi-kosdaq-전-종목-데이터-수집-및-관리
135,프로그래밍 - 프로그래밍 기초,MATLAB처럼 쓰는 PYTHON,박범진,0,0.0,,https://edu.goorm.io/lecture/19064/matlab처럼-쓰는-python
136,웹 프로그래밍 - 프로그래밍,쉽게 배우는 라라벨 기초,코지 코더,0,4.9,"""들을만 해요.""",https://edu.goorm.io/lecture/18957/쉽게-배우는-라라벨-기초
137,프로그래밍 - 인공지능,[Pytorch] 쉽고 빠르게 배우는 GAN,코코,49500,0.0,,https://edu.goorm.io/lecture/19030/pytorch-쉽고-빠르게-배우는-gan
138,프로그래밍 - 데이터 추출/분석,SELECT ALL FROM SQL,박범진,0,4.7,"""sql의 기본을 익히기에 너무나 만족스러웠습니다. 좋은 강의 무료로 해주셔서 감사합니다.""",https://edu.goorm.io/lecture/18815/select-all-from-sql
139,웹 프로그래밍 - 프로그래밍,시선을 사로잡는 웹 - 초급,DevelUP,69300,5.0,,https://edu.goorm.io/lecture/18923/시선을-사로잡는-웹-초급
140,웹 프로그래밍 - 프로그래밍,시선을 사로잡는 웹 - 중급,DevelUP,69300,0.0,,https://edu.goorm.io/lecture/17901/시선을-사로잡는-웹-중급
141,프로그래밍 - 데브옵스,[AZ-900 Certificate] Azure Basic,클라우드메이트,30000,5.0,"""good""",https://edu.goorm.io/lecture/18531/az-900-certificate-azure-basic
142,프로그래밍 - 인공지능,DataScience와 AI의 개념,코코,29700,4.9,"""good""",https://edu.goorm.io/lecture/18477/datascience와-ai의-개념
143,프로그래밍 - 알고리즘,위클리 비타알고 시즌3 코딩테스트 체력 키우기,안홍자,200000,4.9,"""정말 유익한 강좌입니다.""",https://edu.goorm.io/lecture/18444/위클리-비타알고-시즌3-코딩테스트-체력-키우기
144,프로그래밍 - 프로그래밍 기초,한 눈에 읽는 파이썬3 기초,구름,0,4.9,"""너무너무 좋습니당""",https://edu.goorm.io/lecture/17902/한-눈에-읽는-파이썬3-기초
145,웹 프로그래밍 - 프로그래밍,김버그의 CSS는 재밌다 - 기초부터 실무 레벨까지,김버그,50000,4.9,""" """,https://edu.goorm.io/lecture/17829/김버그의-css는-재밌다-기초부터-실무-레벨까지
146,웹 프로그래밍 - 프로그래밍,[따라하며 배우는 노드&리액트] 유튜브 사이트 만들기,John Ahn,0,4.4,"""좋습니다""",https://edu.goorm.io/lecture/17853/따라하며-배우는-노드-리액트-유튜브-사이트-만들기
147,프로그래밍 - 인공지능,[Pytorch] 쉽고 빠르게 배우는 딥러닝,코코,82500,0.0,,https://edu.goorm.io/lecture/17903/pytorch-쉽고-빠르게-배우는-딥러닝
148,프로그래밍 - 데이터 추출/분석,[백문이불여일타] 데이터 분석을 위한 중급 SQL,YE H,44000,4.0,,https://edu.goorm.io/lecture/17832/백문이불여일타-데이터-분석을-위한-중급-sql
149,웹 프로그래밍 - 프로그래밍,[따라하며 배우는 노드&리액트] Boiler-Plate 만들기,John Ahn,0,5.0,"""이해하기 쉽게 설명해주십니다.""",https://edu.goorm.io/lecture/17855/따라하며-배우는-노드-리액트-boiler-plate-만들기
150,프로그래밍 - 데이터 추출/분석,[백문이불여일타] 데이터 분석을 위한 기초 SQL,leebomin,22000,5.0,,https://edu.goorm.io/lecture/17831/백문이불여일타-데이터-분석을-위한-기초-sql
151,프로그래밍 - 데이터 추출/분석,R프로그래밍 기초 다지기,코코,0,4.2,"""선생님~! R 처음 접하는데 기초를 다질 수 있는 좋은 시간이었습니다. 감사합니다! 다만, 강의 진행하는데 있어 대명사를 종종 사용하시거나 말씀이 생략되는 경우가 있는 부분만 조금 더 수강생 입장에서 강의해주시면 더 감사할 것 같습니다 ㅎㅎ 좋은 강의 감사합니다! 복받으세요!""",https://edu.goorm.io/lecture/17848/r프로그래밍-기초-다지기
152,프로그래밍 - 데브옵스,나도 AWS에 서버 구축해보자🐶,월리,0,5.0,"""이해가 잘됩니다!!""",https://edu.goorm.io/lecture/17834/나도-aws에-서버-구축해보자
153,프로그래밍 - 프로그래밍 기초,COS PRO 2급 기출문제 - Python,두잉창의코딩,0,4.8,"""수업시간에 이걸로 공부하고 있는데 너무 좋습니다~!""",https://edu.goorm.io/lecture/17033/cos-pro-2급-기출문제-python
154,프로그래밍 - 프로그래밍 기초,COS PRO 2급 기출문제 - Java,두잉창의코딩,0,3.7,"""답을 맞게 작성해도 제출하면 오답이라고 나오네요...""",https://edu.goorm.io/lecture/17167/cos-pro-2급-기출문제-java
155,프로그래밍 - 프로그래밍 기초,COS PRO 2급 기출문제 - C++,두잉창의코딩,0,2.6,"""문제들이 간간히 정답을 제출해도 Fail이 뜬다. 문제에 대한 재검토가 필요한듯 제공된 시스템에 대한 의구심이 든다.""",https://edu.goorm.io/lecture/17165/cos-pro-2급-기출문제-c
156,프로그래밍 - 프로그래밍 기초,COS PRO 2급 기출문제 - C언어,두잉창의코딩,0,5.0,"""훌륭하고 배울점이 많은 강좌였다""",https://edu.goorm.io/lecture/16921/cos-pro-2급-기출문제-c언어
157,프로그래밍 - 프로그래밍 기초,[바로실습] 생활코딩 - JAVA 객체 지향 프로그래밍,생활코딩,0,5.0,"""good""",https://edu.goorm.io/lecture/16910/바로실습-생활코딩-java-객체-지향-프로그래밍
158,웹 프로그래밍 - 프로그래밍,"가장 핫한 FE 라이브러리🔥, React 가지고 놀아보기",주현도,0,4.9,"""쉽게 따라할수 있어서 재밌어용~~ """,https://edu.goorm.io/lecture/16422/가장-핫한-fe-라이브러리-react-가지고-놀아보기
159,웹 프로그래밍 - 프로그래밍,영화 예매 사이트 만들기: 코딩편,webstoryboy,0,5.0,"""이번에도 유용한 강의였습니다!!""",https://edu.goorm.io/lecture/16943/영화-예매-사이트-만들기-코딩편
160,웹 프로그래밍 - 프로그래밍,영화 예매 사이트 만들기: 디자인편,webstoryboy,0,4.5,"""잘듣고 있습니다 꾸준히 해서 포트폴리오까지 완성하고싶어요 ㅎㅎ""",https://edu.goorm.io/lecture/16948/영화-예매-사이트-만들기-디자인편
161,프로그래밍 - 데이터 추출/분석,빅데이터 제대로 배우기 - R 기초 문법과 데이터 전처리,아이티고,50000,0.0,,https://edu.goorm.io/lecture/17133/빅데이터-제대로-배우기-r-기초-문법과-데이터-전처리
162,프로그래밍 - 모바일 프로그래밍,센치한 개발자의 swift: ios app 만들기,센치한개발자,0,5.0,"""처음 스위프트 진행 중인데, 다른 강의들은 그냥 넘어가는 부분을 전부 짚고 넘어가서 편하게 듣고 있습니다.""",https://edu.goorm.io/lecture/15173/센치한-개발자의-swift-ios-app-만들기
163,프로그래밍 - 프로그래밍 기초,[바로실습] 생활코딩 - JAVA method,생활코딩,0,5.0,"""좋아요!""",https://edu.goorm.io/lecture/16909/바로실습-생활코딩-java-method
164,프로그래밍 - 프로그래밍 기초,[바로실습] 생활코딩 - JAVA 제어문,생활코딩,0,4.9,"""쉬운설명과 간단한 예제로 인해서 이해가 더 빨리되요! 감사합니다!""",https://edu.goorm.io/lecture/16908/바로실습-생활코딩-java-제어문
165,웹 프로그래밍 - 프로그래밍,[웹퍼블리싱 실습] 반응형 사이트 만들기,webstoryboy,0,5.0,"""항상 잘 배우고 있습니다 """,https://edu.goorm.io/lecture/16942/웹퍼블리싱-실습-반응형-사이트-만들기
166,웹 프로그래밍 - 프로그래밍,[웹퍼블리싱 실습] 웹 표준 사이트 만들기,webstoryboy,0,4.9,"""짱입니다!^^ """,https://edu.goorm.io/lecture/16941/웹퍼블리싱-실습-웹-표준-사이트-만들기
167,웹 프로그래밍 - 프로그래밍,김버그의 HTML은 재밌다 - 기초부터 실무 레벨까지,김버그,50000,4.9,"""d""",https://edu.goorm.io/lecture/16396/김버그의-html은-재밌다-기초부터-실무-레벨까지
168,웹 프로그래밍 - 프로그래밍,시선을 사로잡는 웹 - 초급 + 중급,DevelUP,158000,5.0,"""너무 유익한 강의인 것 같습니다.""",https://edu.goorm.io/lecture/16783/시선을-사로잡는-웹-초급-중급
169,웹 프로그래밍 - 프로그래밍,한 눈에 끝내는 HTML5/CSS3,구름,99000,4.9,"""너무 친절하고 자세히 강의내용이 있으니까 이해하기도 쉽고 너무 좋습니다""",https://edu.goorm.io/lecture/16322/한-눈에-끝내는-html5-css3
170,웹 프로그래밍 - 프로그래밍,초보자를 위한 장고 Django 뿌시기🔥,장 성원,49000,4.9,"""강의내용 좋고 설명도 쉽게 잘 풀어주시는데 가격에 비해선 좀 부실한것 같습니다. """,https://edu.goorm.io/lecture/16377/초보자를-위한-장고-django-뿌시기
171,웹 프로그래밍 - 프로그래밍,Bootstrap을 활용한 반응형 웹페이지 만들기,아이티고,46000,0.0,,https://edu.goorm.io/lecture/16303/bootstrap을-활용한-반응형-웹페이지-만들기
172,프로그래밍 - 프로그래밍 기초,[바로실습] 생활코딩 - JAVA1,생활코딩,0,5.0,"""개발자의 첫걸음은 이 강좌로 하는 게 제일 좋은 것 같아요. 이클립스 꼬이고 path 지정 잘못하고 하는 걱정 없이 온라인으로 바로 코드를 테스트 해 볼 수도 있어서 편해요.""",https://edu.goorm.io/lecture/16448/바로실습-생활코딩-java1
173,웹 프로그래밍 - 프로그래밍,[스프링 시리즈1] Spring Framework5 입문자를 위한 실습 지침서,소프트캠퍼스,22000,4.0,"""죄송합니다. 개념에 대한 이해가 거의 가질 않습니다. 혼자서 실습하시는듯 합니다 ㅠㅠ""",https://edu.goorm.io/lecture/16406/스프링-시리즈1-spring-framework5-입문자를-위한-실습-지침서
174,프로그래밍 - 프로그래밍 기초,"2022 30분 요약 강좌 시즌 1 HTML, CSS, JS, Python, Bootstrap, Linux",제주코딩베이스캠프,0,5.0,"""숨가뿌게 들으며 달려왔습니다~~ 좋은 강의 감사드려요~""",https://edu.goorm.io/lecture/16385/2022-30분-요약-강좌-시즌-1-html-css-js-python-bootstrap-linux
175,웹 프로그래밍 - 프로그래밍,"React로 가기 위한 첫 걸음, Vanilla JS 기초",아이티고,36000,0.0,,https://edu.goorm.io/lecture/16304/react로-가기-위한-첫-걸음-vanilla-js-기초
176,프로그래밍 - 모바일 프로그래밍,하울의 안드로이드 인스타그램 앱 만들기,하울의 코딩 채널,0,4.9,"""제가 인스타그램을 만들 수 있게 도와주었습니다. 다만 버전이 옛날버전인 그대로라 몇몇부분에서 혼자 해결해야만 했지만 이 부분은 제가 혼자 공부하게 도와줄 수 있게 만들어 더욱 실력을 성장할 수 있게 하였습니다. 즉각적인 피드백은 받을 수 없었지만 감사합니다.""",https://edu.goorm.io/lecture/16116/하울의-안드로이드-인스타그램-앱-만들기
177,프로그래밍 - 모바일 프로그래밍,에센스만 담은 하울의 코틀린 안드로이드,하울의 코딩 채널,27500,0.0,,https://edu.goorm.io/lecture/15335/에센스만-담은-하울의-코틀린-안드로이드
178,웹 프로그래밍 - 프로그래밍,코틀린으로 만드는 스프링부트,최광성,0,3.0,"""spring boot에 관심이 있었는데 멋있는 언어인 Kotlin으로 개발을 할 수 있게 되어서 너무 좋아여!""",https://edu.goorm.io/lecture/15881/코틀린으로-만드는-스프링부트
179,프로그래밍 - 모바일 프로그래밍,현직개발자가 알려주는 안드로이드 앱 개발,홍드로이드,0,5.0,"""너무 좋다""",https://edu.goorm.io/lecture/15564/현직개발자가-알려주는-안드로이드-앱-개발
180,프로그래밍 - 알고리즘,위클리 비타알고 시즌2 처음 시작하는 코딩테스트,안홍자,200000,5.0,"""최적화된 코드들을 보고 배울 수 있어서 좋았습니다.""",https://edu.goorm.io/lecture/15551/위클리-비타알고-시즌2-처음-시작하는-코딩테스트
181,프로그래밍 - 보안,웹 서비스 해킹을 위한 버프스위트 완벽 활용 가이드,보안프로젝트,0,5.0,,https://edu.goorm.io/lecture/15535/웹-서비스-해킹을-위한-버프스위트-완벽-활용-가이드
182,프로그래밍 - 인공지능,Shiny 그리고 시각화 R Go! 하자!,이수화,0,4.7,"""유익한 정보가 많아서 좋았습니다.""",https://edu.goorm.io/lecture/15875/shiny-그리고-시각화-r-go-하자
183,프로그래밍 - 데이터 추출/분석,파이썬을 이용한 데이터분석과 IT보안,보안프로젝트,132000,0.0,,https://edu.goorm.io/lecture/15574/파이썬을-이용한-데이터분석과-it보안
184,프로그래밍 - 데이터베이스,생활코딩 - Oracle Database,생활코딩,0,5.0,"""이 정도 퀄리티의 강의가 무료라니! 잘 듣고 있습니다!""",https://edu.goorm.io/lecture/15550/생활코딩-oracle-database
185,프로그래밍 - 데이터 추출/분석,데이터 시각화와 차트분석 기법,노마드 크리에이터 Nomad Creator,0,4.6,"""좋은강의네요 """,https://edu.goorm.io/lecture/15563/데이터-시각화와-차트분석-기법
186,웹 프로그래밍 - 프로그래밍,웹 게임을 만들며 배우는 Vue,조현영,0,5.0,"""강좌가 재밌어요""",https://edu.goorm.io/lecture/15523/웹-게임을-만들며-배우는-vue
187,프로그래밍 - 프로그래밍 기초,파이썬 100분 핵심강의,노마드 크리에이터 Nomad Creator,22000,0.0,,https://edu.goorm.io/lecture/15402/파이썬-100분-핵심강의
188,프로그래밍 - 모바일 프로그래밍,SwiftUI 개념 익히기,Hohyeon Moon,0,5.0,,https://edu.goorm.io/lecture/15378/swiftui-개념-익히기
189,프로그래밍 - 보안,프리다(Frida)를 이용한 안드로이드 앱 모의해킹,보안프로젝트,77000,0.0,,https://edu.goorm.io/lecture/15377/프리다-frida-를-이용한-안드로이드-앱-모의해킹
190,프로그래밍 - 프로그래밍 기초,누구나 쉽게 배우는 코딩 기초와 웹/앱 프로그래밍,조코딩,0,5.0,"""재밌어요""",https://edu.goorm.io/lecture/15287/누구나-쉽게-배우는-코딩-기초와-웹-앱-프로그래밍
191,프로그래밍 - 보안,[디지털 포렌식 시리즈1] 디지털 포렌식 (Digital Forensic) 전문가 과정,보안프로젝트,198000,0.0,,https://edu.goorm.io/lecture/15341/디지털-포렌식-시리즈1-디지털-포렌식-digital-forensic-전문가-과정
192,프로그래밍 - 보안,[디지털 포렌식 시리즈5] 챌린지로 알아보는 디지털포렌식(심화),보안프로젝트,99000,0.0,,https://edu.goorm.io/lecture/15261/디지털-포렌식-시리즈5-챌린지로-알아보는-디지털포렌식-심화
193,프로그래밍 - 보안,[디지털 포렌식 시리즈4] 챌린지로 알아보는 디지털포렌식(기초),보안프로젝트,99000,5.0,,https://edu.goorm.io/lecture/15260/디지털-포렌식-시리즈4-챌린지로-알아보는-디지털포렌식-기초
194,웹 프로그래밍 - 프로그래밍,내 손으로 한땀한땀 만드는 풀스택 인스타클론 강의,제주코딩베이스캠프,110000,4.6,"""다른데서 장고 공부하고 와서 다시 보기 시작했는데 개념정리로 너무 좋습니다 추천드립니다!""",https://edu.goorm.io/lecture/13869/내-손으로-한땀한땀-만드는-풀스택-인스타클론-강의
195,프로그래밍 - 데이터 추출/분석,파이썬 스쿨 - 파이썬 프로그래밍을 이용한 업무 자동화,보안프로젝트,121000,5.0,,https://edu.goorm.io/lecture/15257/파이썬-스쿨-파이썬-프로그래밍을-이용한-업무-자동화
196,프로그래밍 - 모바일 프로그래밍,센치한 개발자의 안드로이드 스튜디오 기초,센치한개발자,0,5.0,"""잘듣고있습니다!""",https://edu.goorm.io/lecture/15171/센치한-개발자의-안드로이드-스튜디오-기초
197,프로그래밍 - 프로그래밍 기초,센치한 개발자의 자바 기초,센치한개발자,0,5.0,"""딱 제가 찾던 강의네요 ^^""",https://edu.goorm.io/lecture/15170/센치한-개발자의-자바-기초
198,프로그래밍 - IoT,파이썬으로 만드는 라즈베리 파이 사물인터넷(IoT)프로젝트 - 기본편,노마드 크리에이터 Nomad Creator,33000,5.0,,https://edu.goorm.io/lecture/15186/파이썬으로-만드는-라즈베리-파이-사물인터넷-iot-프로젝트-기본편
199,프로그래밍 - 보안,파이썬을 이용한 IT 해킹과 보안,보안프로젝트,110000,5.0,,https://edu.goorm.io/lecture/15149/파이썬을-이용한-it-해킹과-보안
200,프로그래밍 - 보안,IT보안을 위한 와이어샤크 패킷 분석,보안프로젝트,0,5.0,,https://edu.goorm.io/lecture/15125/it보안을-위한-와이어샤크-패킷-분석
201,프로그래밍 - 보안,해킹 대회를 위한 시스템 해킹 프로토스타 완벽 풀이집,보안프로젝트,99000,0.0,,https://edu.goorm.io/lecture/15126/해킹-대회를-위한-시스템-해킹-프로토스타-완벽-풀이집
202,프로그래밍 - 프로그래밍 기초,2019 온라인 코딩 파티 시즌1 - 텍스트 코딩 용사가 되자!!!,구름,0,4.8,"""굿""",https://edu.goorm.io/lecture/15047/2019-온라인-코딩-파티-시즌1-텍스트-코딩-용사가-되자
203,웹 프로그래밍 - 프로그래밍,SVG 마스터,1분코딩,27500,0.0,,https://edu.goorm.io/lecture/14971/svg-마스터
204,웹 프로그래밍 - 프로그래밍,"부담 없이 쉽고 편하게, 자바스크립트 기초 정리!",1분코딩,0,5.0,"""자바스크립트 배우면서 막막했는데 선생님 강의 듣고 많은 도움이 됐습니다! 기초를 다지기 너무 좋은 강의에요""",https://edu.goorm.io/lecture/14938/부담-없이-쉽고-편하게-자바스크립트-기초-정리
205,프로그래밍 - 보안,보안 전문가를 위한 파워쉘,보안프로젝트,110000,0.0,,https://edu.goorm.io/lecture/14982/보안-전문가를-위한-파워쉘
206,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB7: Login with Facebook On Passport(Facebook Login),생활코딩,0,0.0,,https://edu.goorm.io/lecture/14674/생활코딩-web7-login-with-facebook-on-passport-facebook-login
207,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB7: Login with Google On Passport (Google Login),생활코딩,0,0.0,,https://edu.goorm.io/lecture/14675/생활코딩-web7-login-with-google-on-passport-google-login
208,웹 프로그래밍 - 프로그래밍,처음 시작하는 Vue.js 웹프로그래밍,소프트캠퍼스,27500,0.0,,https://edu.goorm.io/lecture/14816/처음-시작하는-vue-js-웹프로그래밍
209,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB6: Multi User on Passport (다중 사용자),생활코딩,0,0.0,,https://edu.goorm.io/lecture/14644/생활코딩-web6-multi-user-on-passport-다중-사용자
210,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB5: Express Passport.js,생활코딩,0,0.0,,https://edu.goorm.io/lecture/14643/생활코딩-web5-express-passport-js
211,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB4: Express Session & Auth (세션과 인증),생활코딩,0,5.0,"""생활코딩 최고입니다!""",https://edu.goorm.io/lecture/14642/생활코딩-web4-express-session-and-auth-세션과-인증
212,프로그래밍 - 인공지능,인공지능 R GO! 하자!,이수화,0,5.0,"""정말 도움이 많이 됬습니다. 정말 감사합니다""",https://edu.goorm.io/lecture/14631/인공지능-r-go-하자
213,웹 프로그래밍 - 프로그래밍,생활코딩 - Node.js: 쿠키와 인증,생활코딩,0,5.0,"""gooooodddd""",https://edu.goorm.io/lecture/14641/생활코딩-node-js-쿠키와-인증
214,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB3: Google Login,생활코딩,0,5.0,,https://edu.goorm.io/lecture/14634/생활코딩-web3-google-login
215,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB3: Facebook Login,생활코딩,0,5.0,,https://edu.goorm.io/lecture/14633/생활코딩-web3-facebook-login
216,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB3: Ajax,생활코딩,0,5.0,"""아직 마냥 쉽지는 않지만, AJAX 를 어떻게 활용할 수 있는지 아이디어를 얻어갑니다.""",https://edu.goorm.io/lecture/14632/생활코딩-web3-ajax
217,프로그래밍 - 프로그래밍 기초,마인크래프트 게임을 활용한 파이썬 프로그래밍 완벽 이해,보안프로젝트,55000,0.0,,https://edu.goorm.io/lecture/13439/마인크래프트-게임을-활용한-파이썬-프로그래밍-완벽-이해
218,웹 프로그래밍 - 프로그래밍,웹 게임을 만들며 배우는 React(리액트),조현영,0,4.7,"""원리를 설명잘해주십니다 ㅎㅎ """,https://edu.goorm.io/lecture/14562/웹-게임을-만들며-배우는-react-리액트
219,프로그래밍 - 프로그래밍 기초,프로젝트를 통해 배우는 파이썬 프로그래밍,노마드 크리에이터 Nomad Creator,0,4.9,"""Good""",https://edu.goorm.io/lecture/14588/프로젝트를-통해-배우는-파이썬-프로그래밍
220,프로그래밍 - 보안,악성코드분석 중급과정 (유형별분석),보안프로젝트,132000,0.0,,https://edu.goorm.io/lecture/14297/악성코드분석-중급과정-유형별분석
221,프로그래밍 - 보안,윈도우 악성코드(malware) 분석 입문 과정,보안프로젝트,143000,0.0,,https://edu.goorm.io/lecture/14068/윈도우-악성코드-malware-분석-입문-과정
222,프로그래밍 - 보안,메타스플로잇 활용 및 취약점 분석(고급과정),보안프로젝트,110000,0.0,,https://edu.goorm.io/lecture/13437/메타스플로잇-활용-및-취약점-분석-고급과정
223,프로그래밍 - 데이터베이스,생활코딩 - 관계형 데이터 모델링,생활코딩,0,5.0,"""깔끔한 설명이 아주 좋아요! 감사합니다.""",https://edu.goorm.io/lecture/14442/생활코딩-관계형-데이터-모델링
224,프로그래밍 - 보안,메타스플로잇 활용 및 분석 완벽 가이드 (초중급),보안프로젝트,88000,0.0,,https://edu.goorm.io/lecture/14369/메타스플로잇-활용-및-분석-완벽-가이드-초중급
225,프로그래밍 - 데이터베이스,생활코딩 - SQL JOIN,생활코딩,0,5.0,"""하나하나 친절하게 가르쳐줘서 잘 습득 되네요""",https://edu.goorm.io/lecture/14441/생활코딩-sql-join
