,카테고리,제목,강사,가격,평점,리뷰,URL
226,프로그래밍 - 보안,악성코드 분석을 위한 메모리 포렌식 (Memory Forensic),보안프로젝트,88000,0.0,,https://edu.goorm.io/lecture/14550/악성코드-분석을-위한-메모리-포렌식-memory-forensic
227,웹 프로그래밍 - 프로그래밍,[바로실습] 생활코딩 - JavaScript Immutability,생활코딩,0,0.0,,https://edu.goorm.io/lecture/14439/바로실습-생활코딩-javascript-immutability
228,웹 프로그래밍 - 프로그래밍,생활코딩 - Redux,생활코딩,0,5.0,"""쉬운 설명 갑사합니다""",https://edu.goorm.io/lecture/14440/생활코딩-redux
229,프로그래밍 - 데브옵스,처음 만난 AWS,소플,0,5.0,"""AWS 이해에 많은 도움이 되었습니다.""",https://edu.goorm.io/lecture/12945/처음-만난-aws
230,웹 프로그래밍 - 프로그래밍,처음 만난 React(리액트),소플,0,4.9,"""좋아요!""",https://edu.goorm.io/lecture/12976/처음-만난-react-리액트
231,프로그래밍 - 보안,안드로이드 모바일 앱 모의해킹과 시큐어코딩,보안프로젝트,132000,0.0,,https://edu.goorm.io/lecture/13435/안드로이드-모바일-앱-모의해킹과-시큐어코딩
232,웹 프로그래밍 - 프로그래밍,Node.js 서버 프로그래밍 과정,소프트캠퍼스,22000,0.0,,https://edu.goorm.io/lecture/13564/node-js-서버-프로그래밍-과정
233,프로그래밍 - 데이터베이스,Oracle Database 11g PL/SQL Developer,소프트캠퍼스,16500,5.0,,https://edu.goorm.io/lecture/13563/oracle-database-11g-pl-sql-developer
234,프로그래밍 - 보안,윈도우즈 애플리케이션 취약점 분석 입문부터 활용까지,보안프로젝트,132000,0.0,,https://edu.goorm.io/lecture/13436/윈도우즈-애플리케이션-취약점-분석-입문부터-활용까지
235,프로그래밍 - 모바일 프로그래밍,Mobile App UI/UX/GUI Design Tutorials (모바일 앱 UX/UI/GUI 디자인 실무),소프트캠퍼스,22000,0.0,,https://edu.goorm.io/lecture/13429/mobile-app-ui-ux-gui-design-tutorials-모바일-앱-ux-ui-gui-디자인-실무
236,프로그래밍 - 보안,네트워크 패킷 분석 입문 및 악성코드 샘플 분석,보안프로젝트,132000,0.0,,https://edu.goorm.io/lecture/13438/네트워크-패킷-분석-입문-및-악성코드-샘플-분석
237,프로그래밍 - 모바일 프로그래밍,안드로이드 + 파이어베이스 SNS앱 만들기,Bored Developer,0,4.5,"""so cool""",https://edu.goorm.io/lecture/13523/안드로이드-파이어베이스-sns앱-만들기
238,웹 프로그래밍 - 프로그래밍,HTML5와 웹표준 제대로 배우기,아이티고,30000,0.0,,https://edu.goorm.io/lecture/13350/html5와-웹표준-제대로-배우기
239,웹 프로그래밍 - 프로그래밍,실무 웹 제작 강의노트,아이티고,52000,0.0,,https://edu.goorm.io/lecture/13343/실무-웹-제작-강의노트
240,프로그래밍 - 보안,비박스를 활용한 웹 모의해킹 완벽 실습,보안프로젝트,132000,0.0,,https://edu.goorm.io/lecture/13272/비박스를-활용한-웹-모의해킹-완벽-실습
241,웹 프로그래밍 - 프로그래밍,HTML5 Canvas 2D 제대로 배우기,아이티고,20000,0.0,,https://edu.goorm.io/lecture/13337/html5-canvas-2d-제대로-배우기
242,프로그래밍 - 기타,Wix(윅스)로 간단하게 홈페이지 만들기,아이티고,18000,0.0,,https://edu.goorm.io/lecture/13342/wix-윅스-로-간단하게-홈페이지-만들기
243,프로그래밍 - 보안,오픈 소스 도구를 활용한 웹 해킹 및 스노트 분석 - 침해대응,보안프로젝트,99000,0.0,,https://edu.goorm.io/lecture/13273/오픈-소스-도구를-활용한-웹-해킹-및-스노트-분석-침해대응
244,프로그래밍 - 게임 개발,유니티3D 실전 게임 개발 프로젝트 - 디펜스게임,소프트캠퍼스,36300,5.0,,https://edu.goorm.io/lecture/13356/유니티3d-실전-게임-개발-프로젝트-디펜스게임
245,프로그래밍 - 게임 개발,유니티3D 실전 게임 개발 프로젝트 - 클리커게임,소프트캠퍼스,16500,0.0,,https://edu.goorm.io/lecture/13355/유니티3d-실전-게임-개발-프로젝트-클리커게임
246,웹 프로그래밍 - 프로그래밍,처음 시작하는 HTML&HTML5 Tutorial,소프트캠퍼스,16500,0.0,,https://edu.goorm.io/lecture/13354/처음-시작하는-html-html5-tutorial
247,웹 프로그래밍 - 프로그래밍,처음 시작하는 jQuery Programming,소프트캠퍼스,16500,0.0,,https://edu.goorm.io/lecture/13363/처음-시작하는-jquery-programming
248,프로그래밍 - 프로그래밍 기초,처음 시작하는 파이썬,소프트캠퍼스,16500,0.0,,https://edu.goorm.io/lecture/13351/처음-시작하는-파이썬
249,프로그래밍 - 데이터베이스,처음 시작하는 MySQL DataBase,소프트캠퍼스,16500,0.0,,https://edu.goorm.io/lecture/13353/처음-시작하는-mysql-database
250,프로그래밍 - 프로그래밍 기초,처음 시작하는 C언어,소프트캠퍼스,0,4.7,"""괜찮습니다. 그다지 어려운 용어를 사용하지도 않고 쉽게 잘 알려주셨습니다.""",https://edu.goorm.io/lecture/13352/처음-시작하는-c언어
251,웹 프로그래밍 - 프로그래밍,처음 시작하는 JavaScript Programming,소프트캠퍼스,16500,0.0,,https://edu.goorm.io/lecture/13334/처음-시작하는-javascript-programming
252,프로그래밍 - 모바일 프로그래밍,겜팔이의 안드로이드 세뇌교실: 인★그램 개발부터 배포까지,겜팔이,0,0.0,,https://edu.goorm.io/lecture/13313/겜팔이의-안드로이드-세뇌교실-인-그램-개발부터-배포까지
253,프로그래밍 - 모바일 프로그래밍,2019 겜팔이의 노릇노릇 파이어베이스,겜팔이,0,0.0,,https://edu.goorm.io/lecture/13306/2019-겜팔이의-노릇노릇-파이어베이스
254,프로그래밍 - 데이터 추출/분석,완벽 파이썬 크롤링 A to Z 풀패키지 부트캠프,잔재미코딩(Dave Lee),99000,5.0,"""너무 친절하고 상세하게 잘 알려주십니다.""",https://edu.goorm.io/lecture/13243/완벽-파이썬-크롤링-a-to-z-풀패키지-부트캠프
255,웹 프로그래밍 - 프로그래밍,초보자를 위한 jQuery UI Pattern 제대로 배우기,아이티고,106000,5.0,,https://edu.goorm.io/lecture/13256/초보자를-위한-jquery-ui-pattern-제대로-배우기
256,프로그래밍 - 데이터 추출/분석,xlsxwriter 튜토리얼로 배우는 Python 엑셀 프로그래밍,제주코딩베이스캠프,55000,0.0,,https://edu.goorm.io/lecture/13038/xlsxwriter-튜토리얼로-배우는-python-엑셀-프로그래밍
257,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB2: Python,생활코딩,0,5.0,"""입문자가 이해하기 쉽게 잘 설명해주십니다.""",https://edu.goorm.io/lecture/13091/생활코딩-web2-python
258,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB3: PHP & MySQL,생활코딩,0,5.0,"""아주유용""",https://edu.goorm.io/lecture/13086/생활코딩-web3-php-and-mysql
259,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB2: Node.js - MySQL,생활코딩,0,5.0,"""좋은 강의 감사합니다.""",https://edu.goorm.io/lecture/13087/생활코딩-web2-node-js-mysql
260,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB2: Home Server,생활코딩,0,5.0,,https://edu.goorm.io/lecture/13090/생활코딩-web2-home-server
261,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB2: DNS & HTTP,생활코딩,0,5.0,"""good""",https://edu.goorm.io/lecture/13089/생활코딩-web2-dns-and-http
262,프로그래밍 - 개발 도구,생활코딩 - Source Tree로 Git 활용하기,생활코딩,0,5.0,,https://edu.goorm.io/lecture/13062/생활코딩-source-tree로-git-활용하기
263,웹 프로그래밍 - 프로그래밍,생활코딩 - CodeIgniter,생활코딩,0,5.0,"""코드이그나이터 스터디도 다니고 했지만 대부분 실무에서 바로 사용하시는 분들이라 이해가 조금 부족했는데 A to Z 로 너무 쉽게 베우고 있습니다.  감사합니다!""",https://edu.goorm.io/lecture/13064/생활코딩-codeigniter
264,프로그래밍 - 알고리즘,제코베 Code Festival: Python 100제,제주코딩베이스캠프,55000,3.0,,https://edu.goorm.io/lecture/12206/제코베-code-festival-python-100제
265,프로그래밍 - 모바일 프로그래밍,Java 기반 Android 9.0 Pie App 개발 고급,소프트캠퍼스,27500,0.0,,https://edu.goorm.io/lecture/13200/java-기반-android-9-0-pie-app-개발-고급
266,웹 프로그래밍 - 프로그래밍,처음 시작하는 CSS&CSS3 Tutorial,소프트캠퍼스,11000,5.0,,https://edu.goorm.io/lecture/13207/처음-시작하는-css-css3-tutorial
267,웹 프로그래밍 - 프로그래밍,[바로실습] 생활코딩 - WEB2: PHP,생활코딩,0,5.0,"""good!good!""",https://edu.goorm.io/lecture/13048/바로실습-생활코딩-web2-php
268,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB2: OAuth 2.0,생활코딩,0,5.0,,https://edu.goorm.io/lecture/13047/생활코딩-web2-oauth-2-0
269,웹 프로그래밍 - 프로그래밍,[바로실습] 생활코딩 - WEB2: CSS,생활코딩,0,5.0,"""명확한 해설과 예제. 정말 좋습니다.""",https://edu.goorm.io/lecture/13045/바로실습-생활코딩-web2-css
270,프로그래밍 - 프로그래밍 기초,한 눈에 끝내는 자바 기초,구름,99000,4.9,"""초심자가 보기에 좋은 강의입니다""",https://edu.goorm.io/lecture/12243/한-눈에-끝내는-자바-기초
271,프로그래밍 - 모바일 프로그래밍,Java 기반 Android 9.0 Pie App 개발 심화,소프트캠퍼스,27500,0.0,,https://edu.goorm.io/lecture/13112/java-기반-android-9-0-pie-app-개발-심화
272,프로그래밍 - 모바일 프로그래밍,Java 기반 Android 9.0 Pie App 개발 기본,소프트캠퍼스,27500,0.0,,https://edu.goorm.io/lecture/13082/java-기반-android-9-0-pie-app-개발-기본
273,프로그래밍 - 알고리즘,다시 풀어보는 2019 정보올림피아드 1차 대회 기출문제,구름,0,4.3,"""직접 풀어볼 수 있어서 좋아요""",https://edu.goorm.io/lecture/13095/다시-풀어보는-2019-정보올림피아드-1차-대회-기출문제
274,프로그래밍 - 개발 도구,생활코딩 - Atom Editor,생활코딩,0,5.0,""" """,https://edu.goorm.io/lecture/13044/생활코딩-atom-editor
275,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB2: Node.js,생활코딩,0,5.0,"""너무 좋아요 우효www """,https://edu.goorm.io/lecture/13049/생활코딩-web2-node-js
276,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB1: HTML & Internet,생활코딩,0,5.0,"""차분한 설명에 이해가 잘되네요 좋습니다""",https://edu.goorm.io/lecture/12959/생활코딩-web1-html-and-internet
277,웹 프로그래밍 - 프로그래밍,생활코딩 - WEB2: JavaScript,생활코딩,0,5.0,"""무료 강의임에도 강의 퀄리티는 좋습니다""",https://edu.goorm.io/lecture/12906/생활코딩-web2-javascript
278,웹 프로그래밍 - 프로그래밍,Bootstrap 4 & 3 Framework Tutorial,소프트캠퍼스,22000,0.0,,https://edu.goorm.io/lecture/13039/bootstrap-4-3-framework-tutorial
279,웹 프로그래밍 - 프로그래밍,Vue.js로 시작하는 SPA 개발,계성혁,0,4.9,"""Vue JS 강의 찾고있었는데 기초 강의 정말 좋아요! 무료로 지식을 공유해주셔서 감사드립니다.""",https://edu.goorm.io/lecture/13020/vue-js로-시작하는-spa-개발
280,프로그래밍 - 보안,대회 문제 풀이로 이해하는 디스크 포렌식 분석,보안프로젝트,77000,0.0,,https://edu.goorm.io/lecture/13018/대회-문제-풀이로-이해하는-디스크-포렌식-분석
281,웹 프로그래밍 - 프로그래밍,Start Google Angular.js,소프트캠퍼스,22000,0.0,,https://edu.goorm.io/lecture/13019/start-google-angular-js
282,웹 프로그래밍 - 프로그래밍,생활코딩 - 리액트 (React),생활코딩,0,5.0,"""ㄹㅇ 핵심만 쏙쏙 뽑아주는 강의 """,https://edu.goorm.io/lecture/12949/생활코딩-리액트-react
283,프로그래밍 - 데브옵스,생활코딩 - 리눅스(Linux),생활코딩,0,4.9,"""쉽고 편하게 설명해주셔서 듣기 좋아요""",https://edu.goorm.io/lecture/12984/생활코딩-리눅스-linux
284,프로그래밍 - 개발 도구,생활코딩 - 크롬 개발자도구,생활코딩,0,5.0,,https://edu.goorm.io/lecture/12983/생활코딩-크롬-개발자도구
285,프로그래밍 - 기타,"생활코딩 - 네트워크 개념 잡기 (도메인, 네임서버, HTTPS)",생활코딩,0,5.0,"""최고입니다.""",https://edu.goorm.io/lecture/12973/생활코딩-네트워크-개념-잡기-도메인-네임서버-https
286,웹 프로그래밍 - 프로그래밍,생활코딩 - 정규표현식,생활코딩,0,5.0,"""아주 흥겹습니다.""",https://edu.goorm.io/lecture/12972/생활코딩-정규표현식
287,프로그래밍 - 개발 도구,생활코딩 - 지옥에서 온 Git,생활코딩,0,5.0,"""쉽게 설명 해주세요!""",https://edu.goorm.io/lecture/12948/생활코딩-지옥에서-온-git
288,프로그래밍 - 데이터베이스,MongoDB(몽고) 기초 다지기,아이티고,20000,0.0,,https://edu.goorm.io/lecture/12879/mongodb-몽고-기초-다지기
289,프로그래밍 - 데브옵스,생활코딩 - 아마존 웹 서비스 (AWS),생활코딩,0,4.2,"""잘 따라하고 있습니다. 상세히 잘 알려주셔서 좋아요""",https://edu.goorm.io/lecture/12947/생활코딩-아마존-웹-서비스-aws
290,웹 프로그래밍 - 프로그래밍,[저자 직강 바로 실행] Do it! 웹 프로그래밍을 위한 자바스크립트 기본 편,이지스퍼블리싱,0,4.8,"""뒷부분도 찍어주세요ㅠㅠㅠ""",https://edu.goorm.io/lecture/12915/저자-직강-바로-실행-do-it-웹-프로그래밍을-위한-자바스크립트-기본-편
291,프로그래밍 - 보안,[디지털 포렌식 시리즈3] 디지털 포렌식 전문가 2급 실기 과정 (Digital Forensic 자격증 최신 과정),보안프로젝트,99000,0.0,,https://edu.goorm.io/lecture/12923/디지털-포렌식-시리즈3-디지털-포렌식-전문가-2급-실기-과정-digital-forensic-자격증-최신-과정
292,프로그래밍 - 보안,[디지털 포렌식 시리즈2] 디지털 포렌식 분석 자격증 2급 필기 대비,보안프로젝트,110000,0.0,,https://edu.goorm.io/lecture/12922/디지털-포렌식-시리즈2-디지털-포렌식-분석-자격증-2급-필기-대비
293,프로그래밍 - 보안,레나(Lena)를 활용한 윈도우 리버싱 완벽 이해,보안프로젝트,165000,0.0,,https://edu.goorm.io/lecture/12847/레나-lena-를-활용한-윈도우-리버싱-완벽-이해
294,웹 프로그래밍 - 프로그래밍,[저자 직강] Do it! Node.js 프로그래밍,이지스퍼블리싱,0,4.9,"""프론트앤드인데 백앤드 처리 과정을 이해하고 싶어서 차근차근 수강중입니다. 강사님께서 처음부터 끝까지 친절하게 다 설명해주셔서 재미있고 이해가 잘돼요! 강의 만들어주셔서 감사합니다 💕""",https://edu.goorm.io/lecture/12534/저자-직강-do-it-node-js-프로그래밍
295,웹 프로그래밍 - 프로그래밍,[저자 직강 바로 실행] Do it! 자바스크립트 + 제이쿼리 입문,이지스퍼블리싱,0,5.0,,https://edu.goorm.io/lecture/12563/저자-직강-바로-실행-do-it-자바스크립트-제이쿼리-입문
296,웹 프로그래밍 - 프로그래밍,[저자 직강 바로 실행] Do it! HTML5 + CSS3 웹 표준의 정석,이지스퍼블리싱,0,4.4,"""이해하기 쉽고 자세한 설명은 좋으나  동영상을 멈추었을 때 동영상 더보기 화면이 계속 띄어서 불편합니다.""",https://edu.goorm.io/lecture/12565/저자-직강-바로-실행-do-it-html5-css3-웹-표준의-정석
297,웹 프로그래밍 - 프로그래밍,[저자 직강 바로 실행] Do it! 프런트엔드 웹 디자인 입문,이지스퍼블리싱,0,5.0,,https://edu.goorm.io/lecture/12583/저자-직강-바로-실행-do-it-프런트엔드-웹-디자인-입문
298,프로그래밍 - 블록 프로그래밍,[연재] 스크래치 3.0 완전정복,박동호,0,3.0,,https://edu.goorm.io/lecture/12178/연재-스크래치-3-0-완전정복
299,웹 프로그래밍 - 프로그래밍,게임으로 배우는 JavaScript,노마드 크리에이터 Nomad Creator,0,5.0,,https://edu.goorm.io/lecture/12256/게임으로-배우는-javascript
300,프로그래밍 - 수학,스크래치 코딩으로 배우는 수학의 개념과 원리,노마드 크리에이터 Nomad Creator,0,0.0,,https://edu.goorm.io/lecture/12267/스크래치-코딩으로-배우는-수학의-개념과-원리
301,프로그래밍 - 모바일 프로그래밍,무작정 시작하는 안드로이드 개발,노마드 크리에이터 Nomad Creator,0,0.0,,https://edu.goorm.io/lecture/12250/무작정-시작하는-안드로이드-개발
302,프로그래밍 - 데이터 추출/분석,아두이노를 이용한 기상정보 수집과 빅데이터 분석,노마드 크리에이터 Nomad Creator,0,0.0,,https://edu.goorm.io/lecture/12249/아두이노를-이용한-기상정보-수집과-빅데이터-분석
303,웹 프로그래밍 - 프로그래밍,React와 Node.js를 활용한 고객 관리 시스템 개발,나동빈,0,4.9,"""남잔데 목소리에 치인다 ㄷㄷ 일단 별5개 꽂고 갑니다.""",https://edu.goorm.io/lecture/11817/react와-node-js를-활용한-고객-관리-시스템-개발
304,프로그래밍 - 모바일 프로그래밍,"Flutter 입문 - 안드로이드, iOS 개발을 한 번에",오준석,33000,3.5,,https://edu.goorm.io/lecture/11572/flutter-입문-안드로이드-ios-개발을-한-번에
305,프로그래밍 - 알고리즘,위클리 비타알고 시즌1 코딩테스트 초급부터 중급까지,구름,200000,5.0,"""매주매주 업그레이드 되는 느낌이 옵니다""",https://edu.goorm.io/lecture/11220/위클리-비타알고-시즌1-코딩테스트-초급부터-중급까지
306,프로그래밍 - 게임 개발,레트로의 유니티 C# 프로그래밍 에센스,I_Jemin,88000,5.0,"""c# 처음 접하는 사람이지만 유니티 기반으로 쉽게 이해 할수 있게 해주셨습니다.  당연히 처음이니 제가 어려워 하는건 당연한거지만 그림으로 설명하면서 이해를 돕기 위해  해주셔서 감사합니다. """,https://edu.goorm.io/lecture/11204/레트로의-유니티-c-프로그래밍-에센스
307,프로그래밍 - 개발 도구,Git으로 시작하는 협업 및 오픈소스 프로젝트,나동빈,0,4.9,"""최고..!""",https://edu.goorm.io/lecture/11528/git으로-시작하는-협업-및-오픈소스-프로젝트
308,프로그래밍 - 보안,자바로 이해하는 블록체인 이론과 실습,나동빈,0,5.0,"""이해가 잘 되고있어요""",https://edu.goorm.io/lecture/11527/자바로-이해하는-블록체인-이론과-실습
309,프로그래밍 - 보안,모의 해킹으로 배우는 ARP 스푸핑 해킹 기법,나동빈,0,5.0,"""z""",https://edu.goorm.io/lecture/11409/모의-해킹으로-배우는-arp-스푸핑-해킹-기법
310,프로그래밍 - 인공지능,안경잡이개발자가 알려주는 텐서플로우&머신러닝,나동빈,0,5.0,"""좋은 강의 감사합니다. """,https://edu.goorm.io/lecture/11408/안경잡이개발자가-알려주는-텐서플로우and머신러닝
311,프로그래밍 - 프로그래밍 기초,김왼손의 파이썬 예제 뽀개기,김왼손의 왼손코딩,0,5.0,"""역시 코딩은 해보면서 하는게 짱인듯 :)  좋은 문제와 풀이 모두 감사합니다. """,https://edu.goorm.io/lecture/11205/김왼손의-파이썬-예제-뽀개기
312,프로그래밍 - 데이터베이스,이것이 PL/SQL 이다!,David Justin,13200,3.0,,https://edu.goorm.io/lecture/11000/이것이-pl-sql-이다
313,프로그래밍 - 프로그래밍 교양,[2018 디지털스쿨백팩] SW 아이디어 콘서트 수상작/출품작 갤러리,구름,0,0.0,,https://edu.goorm.io/lecture/10682/2018-디지털스쿨백팩-sw-아이디어-콘서트-수상작-출품작-갤러리
314,웹 프로그래밍 - 프로그래밍,코알못에서 웹서비스 런칭까지: 온라인 제주 코딩 베이스캠프,제주코딩베이스캠프,99000,4.9,"""최고의 강사진들이 웹 개발의 처음부터 끝까지 가르쳐주는 명강의입니다. 웹개발에 관심있는 모든 분들께 추천드립니다!! ^^""",https://edu.goorm.io/lecture/10983/코알못에서-웹서비스-런칭까지-온라인-제주-코딩-베이스캠프
315,프로그래밍 - 프로그래밍 기초,안경잡이개발자가 알려주는 자바 기초 프로그래밍,나동빈,0,4.9,"""듣기 좋습니다.""",https://edu.goorm.io/lecture/10727/안경잡이개발자가-알려주는-자바-기초-프로그래밍
316,웹 프로그래밍 - 프로그래밍,웹 게임을 만들며 배우는 JavaScript(자바스크립트),조현영,0,4.9,"""재밌어요!""",https://edu.goorm.io/lecture/10954/웹-게임을-만들며-배우는-javascript-자바스크립트
317,프로그래밍 - 데이터베이스,생활코딩 - DATABASE2: lowdb,생활코딩,0,0.0,,https://edu.goorm.io/lecture/10846/생활코딩-database2-lowdb
318,프로그래밍 - 데이터베이스,생활코딩 - DATABASE2: MySQL,생활코딩,0,5.0,"""차근차근 배울 수 있어서 좋습니다~""",https://edu.goorm.io/lecture/10845/생활코딩-database2-mysql
319,프로그래밍 - 블록 프로그래밍,[2018 우수활용사례 수상작] 교과서와 함께 배우는 컴퓨팅 사고력,김규섭,0,0.0,,https://edu.goorm.io/lecture/10681/2018-우수활용사례-수상작-교과서와-함께-배우는-컴퓨팅-사고력
320,프로그래밍 - 데이터베이스,생활코딩 - DATABASE1,생활코딩,0,5.0,"""이해하기 좋았어요.""",https://edu.goorm.io/lecture/10844/생활코딩-database1
321,프로그래밍 - 블록 프로그래밍,슬기로운 학교생활(코딩편),윤남호,0,5.0,"""알기 쉽고 유익해요!""",https://edu.goorm.io/lecture/10672/슬기로운-학교생활-코딩편
322,프로그래밍 - 블록 프로그래밍,SW로 달리는 미래 자동차 만들기,KIM KM,0,4.6,"""재미있어요""",https://edu.goorm.io/lecture/10671/sw로-달리는-미래-자동차-만들기
323,프로그래밍 - 알고리즘,안경잡이개발자가 알려주는 실전 알고리즘 강좌,나동빈,0,5.0,"""정말 잘 듣고 있습니다 감사합니다 !!""",https://edu.goorm.io/lecture/10710/안경잡이개발자가-알려주는-실전-알고리즘-강좌
324,프로그래밍 - 블록 프로그래밍,코딩으로 한. 수. 배우다!,이대혁,0,5.0,,https://edu.goorm.io/lecture/10673/코딩으로-한-수-배우다
325,프로그래밍 - 프로그래밍 기초,안경잡이개발자가 알려주는 C언어 기초 프로그래밍,나동빈,0,5.0,"""좋아용""",https://edu.goorm.io/lecture/10719/안경잡이개발자가-알려주는-c언어-기초-프로그래밍
326,프로그래밍 - 게임 개발,실전 게임 개발로 배우는 언리얼 엔진 강의,윤인성,0,5.0,"""강의를 쉽게 이해할수 있게 잘 가르쳐 주시네요 """,https://edu.goorm.io/lecture/4484/실전-게임-개발로-배우는-언리얼-엔진-강의
327,프로그래밍 - 게임 개발,[절대강좌! 유니티 2018] Zerodeg과 함께 공부해보기,Zerodeg J,0,5.0,,https://edu.goorm.io/lecture/10107/절대강좌-유니티-2018-zerodeg과-함께-공부해보기
328,프로그래밍 - 게임 개발,[3D 유니티] 생존게임 만들기! - Advanced,김으뜸,11000,4.7,"""완전초보인데 따라갈 수 있을정도입니다""",https://edu.goorm.io/lecture/9970/3d-유니티-생존게임-만들기-advanced
329,프로그래밍 - 프로그래밍 기초,2018 온라인 코딩 파티 시즌2 - 텍스트 코딩 용사가 되자!!!,구름,0,4.9,"""재미있어요!""",https://edu.goorm.io/lecture/6443/2018-온라인-코딩-파티-시즌2-텍스트-코딩-용사가-되자
330,프로그래밍 - 블록 프로그래밍,[스낵코딩] 코딩술사,ALUX,0,5.0,,https://edu.goorm.io/lecture/6198/스낵코딩-코딩술사
331,프로그래밍 - 블록 프로그래밍,[스낵코딩] 코딩더테이블,ALUX,0,0.0,,https://edu.goorm.io/lecture/5999/스낵코딩-코딩더테이블
332,웹 프로그래밍 - 프로그래밍,한 눈에 끝내는 Node.js,구름,0,4.9,"""문서로 작성되어 내가 원하는 부분만 빠르게 읽고 학습할 수있어서 너무 좋다.""",https://edu.goorm.io/lecture/557/한-눈에-끝내는-node-js
333,프로그래밍 - 프로그래밍 기초,한 눈에 끝내는 고랭 기초,구름,0,4.9,"""좋아요 ㅎㅎ""",https://edu.goorm.io/lecture/2010/한-눈에-끝내는-고랭-기초
334,프로그래밍 - 게임 개발,[3D Unity] 생존게임 만들기! - Basic,김으뜸,0,4.9,"""개좋음""",https://edu.goorm.io/lecture/5026/3d-unity-생존게임-만들기-basic
335,프로그래밍 - 보안,화이트해커가 되기 위한 8가지 웹 해킹 기술,secuacademy,0,5.0,"""열심히 하고있습니다 ㅠ0ㅠ 파이팅~""",https://edu.goorm.io/lecture/4953/화이트해커가-되기-위한-8가지-웹-해킹-기술
336,프로그래밍 - 인공지능,머신러닝 이론 및 파이썬 실습,Minsuk Heo,0,4.9,"""이해하기 쉽게 알려주셔서 너무 좋습니다!""",https://edu.goorm.io/lecture/4012/머신러닝-이론-및-파이썬-실습
337,프로그래밍 - 프로그래밍 기초,"[2017 NIA SW교안 공유 공모전] C언어, 스크래치를 통해 알아보자",윤제성,0,4.7,"""so so""",https://edu.goorm.io/lecture/1647/2017-nia-sw교안-공유-공모전-c언어-스크래치를-통해-알아보자
338,프로그래밍 - 개발 도구,Git & GitHub 입문 by 코드스쿼드,코드스쿼드,0,4.9,"""좋아요 """,https://edu.goorm.io/lecture/4661/git-github-입문-by-코드스쿼드
339,프로그래밍 - 프로그래밍 기초,헬로 코딩 쌩초보의 처음 프로그래밍 파이썬,윤인성,0,5.0,,https://edu.goorm.io/lecture/4112/헬로-코딩-쌩초보의-처음-프로그래밍-파이썬
340,프로그래밍 - 개발 도구,구름IDE를 이용하여 초고속으로 개인 웹 사이트 만들기,나동빈,0,5.0,"""아직 홈페이지를 안 만들었지만 유익할 것 같습니다""",https://edu.goorm.io/lecture/4543/구름ide를-이용하여-초고속으로-개인-웹-사이트-만들기
341,웹 프로그래밍 - 프로그래밍,모던 자바스크립트 개발자를 위한 리액트 프로그래밍,윤인성,0,4.9,"""ㅇ""",https://edu.goorm.io/lecture/4113/모던-자바스크립트-개발자를-위한-리액트-프로그래밍
342,프로그래밍 - 프로그래밍 교양,파이콘 2018 영코더 with 바울랩,이호준,0,5.0,"""무한반복갑니다""",https://edu.goorm.io/lecture/3990/파이콘-2018-영코더-with-바울랩
343,웹 프로그래밍 - 프로그래밍,모던 웹을 위한 JavaScript + jQuery 입문,윤인성,0,5.0,""".""",https://edu.goorm.io/lecture/4110/모던-웹을-위한-javascript-jquery-입문
344,프로그래밍 - 기타,개발자가 알려주는 코딩 인터뷰 정복하기,Minsuk Heo,0,0.0,,https://edu.goorm.io/lecture/4014/개발자가-알려주는-코딩-인터뷰-정복하기
345,프로그래밍 - 데이터 추출/분석,"ELK 스택(ElasticSearch, Logstash, Kibana)으로 데이터 분석",Minsuk Heo,0,4.9,""".""",https://edu.goorm.io/lecture/4013/elk-스택-elasticsearch-logstash-kibana-으로-데이터-분석
346,웹 프로그래밍 - 프로그래밍,[바로실습] 생활코딩 - WEB3: 익스프레스(Express),생활코딩,0,5.0,"""역시 생활코딩입니다 :)""",https://edu.goorm.io/lecture/3846/바로실습-생활코딩-web3-익스프레스-express
347,프로그래밍 - 인공지능,머신러닝/딥러닝 실전 입문,윤인성,0,4.5,,https://edu.goorm.io/lecture/4111/머신러닝-딥러닝-실전-입문
348,프로그래밍 - 데이터 추출/분석,[Pandas] 팬더스 데이터분석 기초 실습,Minsuk Heo,0,4.8,"""쉽게 잘 가르쳐주셔요""",https://edu.goorm.io/lecture/3999/pandas-팬더스-데이터분석-기초-실습
349,프로그래밍 - 프로그래밍 기초,한 눈에 끝내는 루비 기초,구름,39000,4.9,"""Good!""",https://edu.goorm.io/lecture/2011/한-눈에-끝내는-루비-기초
350,프로그래밍 - 게임 개발,유니티 강좌 [쯔꾸르풍 게임 제작하기],김으뜸,0,5.0,"""유니티 첨듣는 사람한테 살짝 벅찬감이 잇을정도의 난이도라 스스로 찾으면서 공부하기에 좋네요. """,https://edu.goorm.io/lecture/3991/유니티-강좌-쯔꾸르풍-게임-제작하기
