,웹개발,,,,,,,
,,,,,,,,
,title,instructor,price,numoflectures,rating,review_writers,reviews,urls
32,CSS 프리프로세서 (Sass) 기초,황선수닷컴,"110,000원",총 1회 2시간,5,"['문하영', '안성제', 'jungwoo', '이단비']","['sass에 대해 관심이 많았는데 배울 수 있는 곳이 없어 고민하던 중 탈잉을 통해 수업을 신청하게 되었습니다!\n기본부터 제대로 배우고 싶어서 멀어서 잘 가지 않는 강남까지ㅎㅎㅎ 수업 신청하고 다녀왔는데, 친절하고 꼼꼼하게 가르쳐주셔서 많은 도움이 되었습니다!\n추천해주신 책도 샀어요ㅎㅎㅎ 좋은 수업 감사합니다!', '지금까지 여러 사람들과 다양한 팀프로젝트를 해왔는데,\n그때마다 풀스택으로 개발을 담당했었습니다.\n당시의 저에게 프론트엔드란 그저 ctrl+C, ctrl+V만 하고, 노가다만 하는 지겨운 분야라고 생각을 하고 있었습니다.\n그렇기에 지금 완전히 백엔드로 전향을 하였구요.\n\n하지만 이 수업을 듣고 난 후엔, 지금까지 가지고 있었던 편견이 전부 깨지게 된 것 같습니다.\n\n정말 이렇게 간단하게 구조화를 시키고, 노가다 작업을 최소화 시킬 수 있다는 것에 꽤나 놀라웠네요.\n\n확실히 튜터분께서 수업하고자 하는 부분에 관해 이해도가 있으신 것 같다고 생각들고요.\n\nScss에 대해 처음부터 상세히 알려주시고, 꿀팁들이나 실제 실무에서 어떤식으로 활용하고 있는지에 대한 적절한 예시를 다양한 부분에서 잘 알려주시는게 이 수업의 최대 장점이 아닐까 싶습니다.\n\n+ 편의를 위해 만들어진 기능들을 사용하지 않고, 완전 낮은 레벨에서 코드 실행해보는 것을 직접 체험해봤던 것도 정말 좋은 경험이였다고 생각합니다.', 'Sass의 A to Z를 알려주는 강의!!\n\n굳이 sass를 배워야 해? 하고 누군가 물어본다면, 황선수 튜터님의 Sass 강의를 듣고 오라고 말해주고 싶을 정도로 깊이 있는 강의입니다.\n그만큼 왜 Sass를 배워야하며 활용 방법까지 다 알려주셔서 좋았어요!\n\n이론을 알려주는 강의는 많지만 실무에 적용되는 방법까지 알려주는 강의는 드물다고 생각합니다. 특히나 저같은 주니어에겐 활용이 중요한데 이런 부분까지 알려주셔서 더 좋았어요.\n그동안 기계처럼 css를 작성하던 저에게 잘 짜여진 css란 무엇인가를 생각해 볼 수 있는 계기가 되었어요!\n\n다만, 강의 소개에도 나와있는 것 처럼 css에 대한 이해가 어느정도 있어야 따라갈 수 있는 강의입니다. css를 기본적으로 다루실 줄 아신다면 정말 꼭 들으세요!\n\n나의 코드 작성 능력을 !무조건! 디벨롭 시킬 수 있는 강의예요!\n\n준비성 철저하신 튜터님의 웰컴메시지와 수업 중간중간 말씀해주시는 동기부여는 덤~~~', 'scss를 사용하고 있지만 제대로 활용할 줄 몰라 신청하게 되었습니다.\n수업은 쾌적한 사무실에서 진행되었고 수업 시간이 오버되었지만 끝까지 한 명 한 명 다 봐주셨습니다.\n적은 시간을 들여 scss의 주요 기능을 배우고 싶었는데 제 목표에 적합한 수업이었습니다.\n각 기능마다 실습이 가능한 예제가 있어서 이해도 쉬웠고 실무에 참고할만한 소스가 될 것 같아 좋았습니다. 튜터님의 가르침을 토대로 깔끔한 css를 만들어 보겠습니다. 좋은 수업 감사합니다!']",https://taling.me/Talent/Detail/26338
33,비전공자를 위한  10단계 웹개발자 안내,신정희,"22,000원",총 1회 1시간,0,['-'],['-'],https://taling.me/Talent/Detail/25050
34,예비 IT인을 위한 하루만에 실무와 친해지기! #대기업현직자 #핵심만모았다,론,"66,000원",총 1회 3시간,5,"['김수현', '메이크잇']","['개발자가 가져야 할 자세, 스킬, 그리고 현업에서는 어떻게 진행되고 있는지 현직자가 생생하게 알려주셔서 더 와닿았던 강의였습니다.\n실제 IT업무가 어떻게 돌아가는지, 실무에 투입되기 위해 어떤걸 준비하면 좋을지\n학교에서 알려주는 것과는 다른 공부라 도움이 많이 된 것 같아요.\n또 혼자 공부하면서 궁금했던 사소한 질문들까지도 잘 받아주셔서 감사했습니다!!', '현직자께서 알려주셔서 도움이 많이 됐고, 전반적으로 헷갈렸던 부분들에 대해서 짚을 수 있어서 좋았습니다! 특히 개발자에게 필요한 스킬이나 현업에서 어떻게 쓰는지 예시를 들어주셔서 이해가 잘 갔습니다! 실무가 궁금한 분들께 도움이 될 거 같아요. 유용한 강의\n감사합니다!!']",https://taling.me/Talent/Detail/16346
35,개발자로 취업 뽀개기 프로젝트반,호균,"110,000원",총 2회 2시간,0,['-'],['-'],https://taling.me/Talent/Detail/27849
36,랜딩페이지 활용한 마케팅자동화로 내 사업 찐고객 만들기,ㄱ수민,"27,500원",총 1회 1시간,0,['-'],['-'],https://taling.me/Talent/Detail/38436
37,쉽고! 빠르고! 확실한 워드프레스 & 엘리멘토 빌더 강좌!,하준철,"132,000원",총 1회 4시간,0,['-'],['-'],https://taling.me/Talent/Detail/19420
38,아무나 할 수 있는 PHP 개발,모모,"15,000원",총 1회 3시간,0,['-'],['-'],https://taling.me/Talent/Detail/34458
39,"[만능과외/앱,웹,데이터] 다 맞춰줄수 있는 코딩 과외 - 언어부터 수준까지, 이론부터 실습까지!",이경민,"264,000원",총 4회 8시간,4.9,"['익명', '송희정', 'Yujung Yun', '이슬기', 'godkhj']","['아두이노에 대해서 잘 몰라 걱정이었는데 기본부터 다 설명해주셔서 좋았습니다!\n커리큘럼도 잘 짜주시고, 필요한 물품도 다 알려주셔서 너무 좋았어요!!!', '아두이노가 무엇인지도 모르고 내가 왜 배우고싶은지조차 확실하지 않은 상태로\n그냥 아두이노에 관심이 있는데 배워보고 싶어요.\n라고 했던 저에게 아두이노를 매우 쉽고 더 궁금해지게 만들어 주셨어요!\n(이렇게 하면 됩니다.)라는 교재를 보고 왜? 인지에 대한 설명이 없어 답답하고 그렇다고 전공도 아닌데 길고 긴 기초단계를 듣고싶지는 않아서 탈잉을 알아보게 되었는데\n과하게 지루한 기초단계 없이도 딱딱 그 근본 원리를 설명해주셔서 제일 좋았습니다.', '친절한 말투와 설명으로 제가 배우고싶은 부분에 맞추어 강의해주셔서 많은 도움이 되었습니다.', '배워야 할것이 무엇이고 알고있는것과 모르고있는것들이 무엇인지\n정확하게 모르고 무턱대고 파이썬 배우고 싶어요!!\n라고 해서 강의를 듣기 시작하였는데 위의 걱정을 할 필요가 없다는것을 느끼게 되었습니다.\n코딩에서 머뭇거릴때 질문하면 친절하게 알려주시고,\n저희가 아무렇지 않게 넘길만한 중요한 개념들을 콕콕찝어서\n설명해주시니 이 짧은 시간에 정말 많은것을 배워간 것 같습니다.\n개인적인 사정으로 중간에 수업을 조기 종료하긴 하였으나\n다음에 기회가 된다면 배우고싶은 주제를 들고\n다시 가고싶다는 생각이 들었습니다 ㅋㅋㅋ\n개인적으로 아쉬운건 질문 많이 안한것이 가장 아쉽습니다 ㅠㅠ\n저처럼 아쉬워하는 튜티님들이 안생기기를 바라며\n(질문 많이 던지세요ㅎㅎ)', '파이썬 실력을 한단계 업그레이드 시켜주셨습니다']",https://taling.me/Talent/Detail/1039
40,그림으로 배우는 자바 프로그래밍 입문!,Se-Hong  Park,"495,000원",총 6회 18시간,4.8,"['박나영', '최미영', 'Jack Kim']","['실습이 많은 강의인데 강사님 사이트에 실습 환경이 너무 잘 구비되어 있어 안정적으로 수업받을 수 있었습니다. 그림을 통해 이해하기 쉽게 가르쳐주시는 점 또한 좋네요!', '문제를 풀면서 개념정리가 확실하게되서 좋아요.\n제가 질문많이하는데 친절하고 자세히 알려주셔서 좋아요.\n자바에 대한 개념을 확실하게 다질수 있어서 추천합니다.', '코딩자체가 처음인 사람입니다.\n코딩을 배워봐야겠다는 생각으로 인터넷 이것저것보다가 샘이 운영하시는 사이트를 알게 되었어요. 워낙에 체계적으로 잘\n구성해놔서 샘한테 배워보고 싶단 생각을 했는데 우연히 탈잉에 들어와서 보게되서 바로 신청했습니다.\n\n1. 샘이 우선 너무 친절하고 성실하세요.\n샘들 중에도 정말 인성이 안좋거나 불성실한 분들이 계신데, 겸손하시고 항상 학생 입장에서 최대한 잘 설명해주시려고 많이 노력하시는게 보였습니다. 개인적으로 밥도 같이 먹고 이야기도 나누면서 좋은 인상이 남았습니다. 탈잉에서 이것저것 3번정도 수업을 들어봤는데 가장 좋았던 샘이었어요\n\n2. 깔끔한 설명, 체계적인 커리큘럼\n샘이 운영하시는 사이트가 있는데, 거기에 기초적인 부분을 잘 다질 수 있도록 하나하나 잘 만들어두신게 있어서 예습이랑 복습하기도 좋아요. 저는 일단 사이트에서 샘 접한게 처음이니깐 그거 보고 바로 탈잉에서 결정했거든요.\n동영상이랑 학습내용이랑 연습문제까지 너무 잘 되어있습니다.\n\n3. 자바는 무조건 홍팍샘한테 들으세요!!\n제가 아무것도 코딩에 모르지만, 샘 수업듣고나서 기초개념이 확실해졌어요. 책을 읽어도 이해하기 쉽지 않은 부분들이 많이 있잖아요. 동영상이나 유튜브를 봐도 어려운 부분들이 있는것 같아요. 그런 부분들은 샘이 학생 눈높이에서 정말 잘 이해시켜주세요.\n\n수업이 너무 좋아서 더 듣고 싶어서 연장해서 수업 신청했어요.\n정말 수업 잘하시고 쉽게 가르쳐 주세요. 감사하단 말씀밖에 드릴게 없네요.\n자바 필요하신분은 꼭 들어보세요.\n정말 좋습니다']",https://taling.me/Talent/Detail/479
41,[하루4시간으로 오토캐드 뿌시기!] AUTOCAD 심화반,최민지,"83,600원",총 1회 4시간,5,['수연'],['캐드 업무가 필요하신 아버지를 위해 수업을 결제했어요!\n아버지 말씀으로는 너무 친절하시고 잘 가르쳐 주셨다고 정말 많이 만족해하셨어요ㅎㅎ\n감사합니다!'],https://taling.me/Talent/Detail/26578
42,[IoT]나만의 스마트홈 만들기 - 플랫폼 및 IoT 서비스 만들기,김승민,"132,000원",총 1회 6시간,5,['gayoung'],"['Iot를 배워보고 싶은 모든 분들께 추천합니다! 저는 비전공자로 스마트시티 관련된 텀프로젝트를 진행하게 돼서 도움을 받고자 이 수업을 수강했습니다. 막연하게 iot를 해보고 싶다는 생각만 있었는데, 튜터님이 현실적으로 실현가능한 방향으로 프로젝트 설계부터 필요한 프로그램 설치, 코드예제까지 거의 모든 부분을 커버해주셔서 정말 감사했습니다.\n\n저는 처음에 리뷰가 없어서 망설였는데, 알고보니 부산시 스마트시티 프로젝트에도 참여하셨고, 스마트미러, 스마트파크 등등 직접 개발 및 서비스해본 경험이 풍부한 튜터님입니다. (스마트미러 완전 신기해요..!) 그리고 Iot관련 실제 서비스들에 대해 궁금했던 것들을 수업시간 내내 여쭤봤는데 수업시간을 초과해서까지 정말 친절하고 깊이있게 잘 가르쳐주셨어요. (이렇게 잘 가르쳐주시는데 리뷰가 없는게 안타까워서 첨으로 리뷰 남겨봅니다 ㅠㅠ)\n\n이 정도로 iot분야에서 친절한설명+경험많은 개발자 튜터님을 만나기 쉽지 않은데 탈잉이란 사이트 덕분에 좋은 기회였습니다. 저처럼 코딩뭔지 잘모르지만 iot만들어보고 싶은 분들, 졸업프로젝트나 텀프로젝트에 도움이 필요하신 분들께 특히 더 추천합니다! 튜터님 감사해요!!']",https://taling.me/Talent/Detail/4766
43,[1:1레슨]구글클라우드와 워드프레스로 맞춤 홈페이지 제작하기 ,토트샘,"330,000원",총 1회 3시간,0,['-'],['-'],https://taling.me/Talent/Detail/15050
44,작심삼일도 충분한 웹 크롤링 입문(65page),KwonAwesome,"13,200원",총 1회 1시간,0,['-'],['-'],https://taling.me/Talent/Detail/25788
