,category,title,instructor,price,numoflectures,rating,review_writers,reviews,urls
31,웹개발,12시간만에 반응형웹 만들기 (HTML5 중급편),김태완,"290,400원",총 6회 12시간,0,['-'],['-'],https://taling.me/Talent/Detail/26411
32,웹개발,CSS 프리프로세서 (Sass) 기초,황선수닷컴,"110,000원",총 1회 2시간,5,"['문하영', '안성제', 'jungwoo', '이단비']","['sass에 대해 관심이 많았는데 배울 수 있는 곳이 없어 고민하던 중 탈잉을 통해 수업을 신청하게 되었습니다!\n기본부터 제대로 배우고 싶어서 멀어서 잘 가지 않는 강남까지ㅎㅎㅎ 수업 신청하고 다녀왔는데, 친절하고 꼼꼼하게 가르쳐주셔서 많은 도움이 되었습니다!\n추천해주신 책도 샀어요ㅎㅎㅎ 좋은 수업 감사합니다!', '지금까지 여러 사람들과 다양한 팀프로젝트를 해왔는데,\n그때마다 풀스택으로 개발을 담당했었습니다.\n당시의 저에게 프론트엔드란 그저 ctrl+C, ctrl+V만 하고, 노가다만 하는 지겨운 분야라고 생각을 하고 있었습니다.\n그렇기에 지금 완전히 백엔드로 전향을 하였구요.\n\n하지만 이 수업을 듣고 난 후엔, 지금까지 가지고 있었던 편견이 전부 깨지게 된 것 같습니다.\n\n정말 이렇게 간단하게 구조화를 시키고, 노가다 작업을 최소화 시킬 수 있다는 것에 꽤나 놀라웠네요.\n\n확실히 튜터분께서 수업하고자 하는 부분에 관해 이해도가 있으신 것 같다고 생각들고요.\n\nScss에 대해 처음부터 상세히 알려주시고, 꿀팁들이나 실제 실무에서 어떤식으로 활용하고 있는지에 대한 적절한 예시를 다양한 부분에서 잘 알려주시는게 이 수업의 최대 장점이 아닐까 싶습니다.\n\n+ 편의를 위해 만들어진 기능들을 사용하지 않고, 완전 낮은 레벨에서 코드 실행해보는 것을 직접 체험해봤던 것도 정말 좋은 경험이였다고 생각합니다.', 'Sass의 A to Z를 알려주는 강의!!\n\n굳이 sass를 배워야 해? 하고 누군가 물어본다면, 황선수 튜터님의 Sass 강의를 듣고 오라고 말해주고 싶을 정도로 깊이 있는 강의입니다.\n그만큼 왜 Sass를 배워야하며 활용 방법까지 다 알려주셔서 좋았어요!\n\n이론을 알려주는 강의는 많지만 실무에 적용되는 방법까지 알려주는 강의는 드물다고 생각합니다. 특히나 저같은 주니어에겐 활용이 중요한데 이런 부분까지 알려주셔서 더 좋았어요.\n그동안 기계처럼 css를 작성하던 저에게 잘 짜여진 css란 무엇인가를 생각해 볼 수 있는 계기가 되었어요!\n\n다만, 강의 소개에도 나와있는 것 처럼 css에 대한 이해가 어느정도 있어야 따라갈 수 있는 강의입니다. css를 기본적으로 다루실 줄 아신다면 정말 꼭 들으세요!\n\n나의 코드 작성 능력을 !무조건! 디벨롭 시킬 수 있는 강의예요!\n\n준비성 철저하신 튜터님의 웰컴메시지와 수업 중간중간 말씀해주시는 동기부여는 덤~~~', 'scss를 사용하고 있지만 제대로 활용할 줄 몰라 신청하게 되었습니다.\n수업은 쾌적한 사무실에서 진행되었고 수업 시간이 오버되었지만 끝까지 한 명 한 명 다 봐주셨습니다.\n적은 시간을 들여 scss의 주요 기능을 배우고 싶었는데 제 목표에 적합한 수업이었습니다.\n각 기능마다 실습이 가능한 예제가 있어서 이해도 쉬웠고 실무에 참고할만한 소스가 될 것 같아 좋았습니다. 튜터님의 가르침을 토대로 깔끔한 css를 만들어 보겠습니다. 좋은 수업 감사합니다!']",https://taling.me/Talent/Detail/26338
33,웹개발,비전공자를 위한  10단계 웹개발자 안내,신정희,"22,000원",총 1회 1시간,0,['-'],['-'],https://taling.me/Talent/Detail/25050
34,웹개발,예비 IT인을 위한 하루만에 실무와 친해지기! #대기업현직자 #핵심만모았다,론,"66,000원",총 1회 3시간,5,"['김수현', '메이크잇']","['개발자가 가져야 할 자세, 스킬, 그리고 현업에서는 어떻게 진행되고 있는지 현직자가 생생하게 알려주셔서 더 와닿았던 강의였습니다.\n실제 IT업무가 어떻게 돌아가는지, 실무에 투입되기 위해 어떤걸 준비하면 좋을지\n학교에서 알려주는 것과는 다른 공부라 도움이 많이 된 것 같아요.\n또 혼자 공부하면서 궁금했던 사소한 질문들까지도 잘 받아주셔서 감사했습니다!!', '현직자께서 알려주셔서 도움이 많이 됐고, 전반적으로 헷갈렸던 부분들에 대해서 짚을 수 있어서 좋았습니다! 특히 개발자에게 필요한 스킬이나 현업에서 어떻게 쓰는지 예시를 들어주셔서 이해가 잘 갔습니다! 실무가 궁금한 분들께 도움이 될 거 같아요. 유용한 강의\n감사합니다!!']",https://taling.me/Talent/Detail/16346
35,웹개발,개발자로 취업 뽀개기 프로젝트반,호균,"110,000원",총 2회 2시간,0,['-'],['-'],https://taling.me/Talent/Detail/27849
36,웹개발,랜딩페이지 활용한 마케팅자동화로 내 사업 찐고객 만들기,ㄱ수민,"27,500원",총 1회 1시간,0,['-'],['-'],https://taling.me/Talent/Detail/38436
37,웹개발,쉽고! 빠르고! 확실한 워드프레스 & 엘리멘토 빌더 강좌!,하준철,"132,000원",총 1회 4시간,0,['-'],['-'],https://taling.me/Talent/Detail/19420
38,웹개발,아무나 할 수 있는 PHP 개발,모모,"15,000원",총 1회 3시간,0,['-'],['-'],https://taling.me/Talent/Detail/34458
39,웹개발,"[만능과외/앱,웹,데이터] 다 맞춰줄수 있는 코딩 과외 - 언어부터 수준까지, 이론부터 실습까지!",이경민,"264,000원",총 4회 8시간,4.9,"['익명', '송희정', 'Yujung Yun', '이슬기', 'godkhj']","['아두이노에 대해서 잘 몰라 걱정이었는데 기본부터 다 설명해주셔서 좋았습니다!\n커리큘럼도 잘 짜주시고, 필요한 물품도 다 알려주셔서 너무 좋았어요!!!', '아두이노가 무엇인지도 모르고 내가 왜 배우고싶은지조차 확실하지 않은 상태로\n그냥 아두이노에 관심이 있는데 배워보고 싶어요.\n라고 했던 저에게 아두이노를 매우 쉽고 더 궁금해지게 만들어 주셨어요!\n(이렇게 하면 됩니다.)라는 교재를 보고 왜? 인지에 대한 설명이 없어 답답하고 그렇다고 전공도 아닌데 길고 긴 기초단계를 듣고싶지는 않아서 탈잉을 알아보게 되었는데\n과하게 지루한 기초단계 없이도 딱딱 그 근본 원리를 설명해주셔서 제일 좋았습니다.', '친절한 말투와 설명으로 제가 배우고싶은 부분에 맞추어 강의해주셔서 많은 도움이 되었습니다.', '배워야 할것이 무엇이고 알고있는것과 모르고있는것들이 무엇인지\n정확하게 모르고 무턱대고 파이썬 배우고 싶어요!!\n라고 해서 강의를 듣기 시작하였는데 위의 걱정을 할 필요가 없다는것을 느끼게 되었습니다.\n코딩에서 머뭇거릴때 질문하면 친절하게 알려주시고,\n저희가 아무렇지 않게 넘길만한 중요한 개념들을 콕콕찝어서\n설명해주시니 이 짧은 시간에 정말 많은것을 배워간 것 같습니다.\n개인적인 사정으로 중간에 수업을 조기 종료하긴 하였으나\n다음에 기회가 된다면 배우고싶은 주제를 들고\n다시 가고싶다는 생각이 들었습니다 ㅋㅋㅋ\n개인적으로 아쉬운건 질문 많이 안한것이 가장 아쉽습니다 ㅠㅠ\n저처럼 아쉬워하는 튜티님들이 안생기기를 바라며\n(질문 많이 던지세요ㅎㅎ)', '파이썬 실력을 한단계 업그레이드 시켜주셨습니다']",https://taling.me/Talent/Detail/1039
40,웹개발,그림으로 배우는 자바 프로그래밍 입문!,Se-Hong  Park,"495,000원",총 6회 18시간,4.8,"['박나영', '최미영', 'Jack Kim']","['실습이 많은 강의인데 강사님 사이트에 실습 환경이 너무 잘 구비되어 있어 안정적으로 수업받을 수 있었습니다. 그림을 통해 이해하기 쉽게 가르쳐주시는 점 또한 좋네요!', '문제를 풀면서 개념정리가 확실하게되서 좋아요.\n제가 질문많이하는데 친절하고 자세히 알려주셔서 좋아요.\n자바에 대한 개념을 확실하게 다질수 있어서 추천합니다.', '코딩자체가 처음인 사람입니다.\n코딩을 배워봐야겠다는 생각으로 인터넷 이것저것보다가 샘이 운영하시는 사이트를 알게 되었어요. 워낙에 체계적으로 잘\n구성해놔서 샘한테 배워보고 싶단 생각을 했는데 우연히 탈잉에 들어와서 보게되서 바로 신청했습니다.\n\n1. 샘이 우선 너무 친절하고 성실하세요.\n샘들 중에도 정말 인성이 안좋거나 불성실한 분들이 계신데, 겸손하시고 항상 학생 입장에서 최대한 잘 설명해주시려고 많이 노력하시는게 보였습니다. 개인적으로 밥도 같이 먹고 이야기도 나누면서 좋은 인상이 남았습니다. 탈잉에서 이것저것 3번정도 수업을 들어봤는데 가장 좋았던 샘이었어요\n\n2. 깔끔한 설명, 체계적인 커리큘럼\n샘이 운영하시는 사이트가 있는데, 거기에 기초적인 부분을 잘 다질 수 있도록 하나하나 잘 만들어두신게 있어서 예습이랑 복습하기도 좋아요. 저는 일단 사이트에서 샘 접한게 처음이니깐 그거 보고 바로 탈잉에서 결정했거든요.\n동영상이랑 학습내용이랑 연습문제까지 너무 잘 되어있습니다.\n\n3. 자바는 무조건 홍팍샘한테 들으세요!!\n제가 아무것도 코딩에 모르지만, 샘 수업듣고나서 기초개념이 확실해졌어요. 책을 읽어도 이해하기 쉽지 않은 부분들이 많이 있잖아요. 동영상이나 유튜브를 봐도 어려운 부분들이 있는것 같아요. 그런 부분들은 샘이 학생 눈높이에서 정말 잘 이해시켜주세요.\n\n수업이 너무 좋아서 더 듣고 싶어서 연장해서 수업 신청했어요.\n정말 수업 잘하시고 쉽게 가르쳐 주세요. 감사하단 말씀밖에 드릴게 없네요.\n자바 필요하신분은 꼭 들어보세요.\n정말 좋습니다']",https://taling.me/Talent/Detail/479
41,웹개발,[하루4시간으로 오토캐드 뿌시기!] AUTOCAD 심화반,최민지,"83,600원",총 1회 4시간,5,['수연'],['캐드 업무가 필요하신 아버지를 위해 수업을 결제했어요!\n아버지 말씀으로는 너무 친절하시고 잘 가르쳐 주셨다고 정말 많이 만족해하셨어요ㅎㅎ\n감사합니다!'],https://taling.me/Talent/Detail/26578
42,웹개발,[IoT]나만의 스마트홈 만들기 - 플랫폼 및 IoT 서비스 만들기,김승민,"132,000원",총 1회 6시간,5,['gayoung'],"['Iot를 배워보고 싶은 모든 분들께 추천합니다! 저는 비전공자로 스마트시티 관련된 텀프로젝트를 진행하게 돼서 도움을 받고자 이 수업을 수강했습니다. 막연하게 iot를 해보고 싶다는 생각만 있었는데, 튜터님이 현실적으로 실현가능한 방향으로 프로젝트 설계부터 필요한 프로그램 설치, 코드예제까지 거의 모든 부분을 커버해주셔서 정말 감사했습니다.\n\n저는 처음에 리뷰가 없어서 망설였는데, 알고보니 부산시 스마트시티 프로젝트에도 참여하셨고, 스마트미러, 스마트파크 등등 직접 개발 및 서비스해본 경험이 풍부한 튜터님입니다. (스마트미러 완전 신기해요..!) 그리고 Iot관련 실제 서비스들에 대해 궁금했던 것들을 수업시간 내내 여쭤봤는데 수업시간을 초과해서까지 정말 친절하고 깊이있게 잘 가르쳐주셨어요. (이렇게 잘 가르쳐주시는데 리뷰가 없는게 안타까워서 첨으로 리뷰 남겨봅니다 ㅠㅠ)\n\n이 정도로 iot분야에서 친절한설명+경험많은 개발자 튜터님을 만나기 쉽지 않은데 탈잉이란 사이트 덕분에 좋은 기회였습니다. 저처럼 코딩뭔지 잘모르지만 iot만들어보고 싶은 분들, 졸업프로젝트나 텀프로젝트에 도움이 필요하신 분들께 특히 더 추천합니다! 튜터님 감사해요!!']",https://taling.me/Talent/Detail/4766
43,웹개발,[1:1레슨]구글클라우드와 워드프레스로 맞춤 홈페이지 제작하기 ,토트샘,"330,000원",총 1회 3시간,0,['-'],['-'],https://taling.me/Talent/Detail/15050
44,웹개발,작심삼일도 충분한 웹 크롤링 입문(65page),KwonAwesome,"13,200원",총 1회 1시간,0,['-'],['-'],https://taling.me/Talent/Detail/25788
45,앱개발,3시간 [My Own Mobile app Opening] Firebase with Android,박기완,"99,000원",총 1회 3시간,5,"['송민주', 'Lucy K', '서정록', '장은숙', '어해림']","['4학년 전공생이고 졸작 진행중에 막히는 것이 있어 수강하게 되었습니다.\n선생님 코딩실력이 대단하셔서 제가 몇주간 고민했던걸 바로 해결해주셨습니다.\n인강으로는 배울 수 없는 것들을 배울 수 있어서 좋았습니다.', '친절하십니다. 감사합니다.', '3시간동안 정말 알차게 제가 원하는 부분에대해서 알려주셨어요! 프로젝트 진행중 도움이 필요했는데 많은 도움이되었습니다! 또 강의 들을 의향이 200퍼센트 있습니다 ㅎㅎ', '파이어베이스의 기본을 이해하는 알찬 수업이었습니다. 감사합니다.', '수업 통해 정말 많이 배웠어요, 너무 감사합니다 :) 컴공과 대학생이고 학부생들끼리 프로젝트 중이었는데 firebase를 처음 다루어서 수업 신청했었습니다. 친절하게 다 알려주시는 건 물론이고, 수업이 끝난 후에도 실시간 카톡 질문을 바로 답변해주셔서 너무 감사했어요! 그리고 저는 전공 학부생으로서 현업 개발자 분이 작업하시는 방식을 볼 기회가 없었는데 이런 걸 많이 알려주시고, 원데이 수업임에도 바로 손에 익히도록 반복학습 시켜주셔서 이런 점들이 너무 좋았습니다. 또 컨설팅까지 해주셔서 좋았어요. 졸업반 앞둔 학생이다보니 컨설팅도 도움이 많이 되었어요. 원데이라 걱정했는데 정말 알차게 많이 배워갑니다!!']",https://taling.me/Talent/Detail/15594
46,앱개발,기린반 - 세상제일 쉬운 JAVA 수업,김진영,"220,000원",총 5회 10시간,5,"['김헤라', '김용연', '최선아', '이상흔', '김동현']","['친절하시고 정말 도움이 많이되는 수업이었습니다', '비전공자이고 늦은나이에 학원에서 배우기 힘들었는데\n친절하게 설명해주시고 잘 알려주셔서 잘배웠습니다 ㅎㅎ 중요 포인트랑 도움될 말씀과 수업시간외로 피드백 잘해주셔서 매우 만족한 시간이었습니다!', '기초를 조금 밖에 모르는 상황에서 선생님을 만났는데 정말 친절하게 알려주시고 이해가 안가는 부분은 다시 알려주시거나 아님 더 이해가 쉽게 가도록 설명해주셨어요!! 수업의 질도 너무 좋고 체계적이어서 너무 좋았어요 그리고,,!! 늦은 시간에 질문 드려도 답변 주시는게 너무 감사했어요ㅠㅠ 그래서 연장 수업도 하고 현재도 만족하고 있습니다 ~~ :)', '급하게 도움을 부탁 드렸는데도 너무 친절하게 잘 진행해 주셨습니다. 수많은 코드를 간결하고 짧은 코드로 발상의 전환을 맛보게 해주셨습니다. 지금껏 탈잉에서 진행해본 수업중 가장 굵고 짧은 가르침이었습니다. 감사합니다!', '진짜이분신그자체입니다....항상설명하실땢이해하게쉽게설명해주셔서 진짜 머리속에쏙쏙들어왓어요저같은무식한사람도 진짜 이분밑에서배우면달라집니다 앞으로도 계속 밑에서배우고싶네요...계속부탁드립니다']",https://taling.me/Talent/Detail/3495
47,앱개발,[마감임박/3주완성/4월주말] 비전공자를 위한 Swift 앱 개발,고준일,"396,000원",총 6회 18시간,,['-'],['-'],https://taling.me/Talent/Detail/4652
48,앱개발,Flutter 플러터와 서버 기초부터 서비스까지,김도일,"99,000원",총 1회 2시간,4.9,"['시현', '기몌수', '박재철', '김은영', '최유영']","['flutter 관련 강의 중 본질에 가장 가까운 강의라고 생각합니다! 튜터분 설명도 잘해주시고 정확히 개념을 잡아주시는 느낌이라 처음 듣는 내용도 부담없이 잘 들을 수 있었습니다!', '유데미로 수업듣고 기초를 탄탄하게 배웠다는 느낌보다는 그냥 교과서보고 어떻게하면 되는지 ""외운"" 느낌이였는데, 김도일 튜터님께서 기초적인 문법들을 잘 정리해주셔서 이제서야 좀 dart라는 언어를 배운다는 느낌이 드네요! 앞으로도 몇달 잘 부탁드립니다 :)', '플러터로 개발을 하면서 매번 필요한 UI, 기능이 있을 때마다 검색해가며 예제를 따라하는 것이 답답해서 수업을 듣게 되었습니다. 튜터님의 수업을 들으며 코드 한줄한줄의 의미에 대해 이해하다보니 코드를 어떻게 짜야겠다는 개념이 정립됩니다~ 설명을 쉽게 해주시며 수업 중간중간 질문드려도 답변을 친절히 해주셔서 많은 도움이 됩니다 :D', '아직 공부중인데 인턴으로 출근하게 되서 수업듣게 됐습니다. 원하는 답을 찾을 수 있는 방법을 알려주십니다. 눈높이에 맞는 설명을 해주셔서 많은 도움이 됐습니다. 감사합니다 튜터님 :)', '회사에서 갑자기 플러터를 쓰자고해서 신청했었는데 이해 잘되게 설명 잘해주셨어요. 전체적인 개념부터 세세하게 알려주셔서 좋았어요. 지금 다시 리액트를 하게 되서 다음회차는 신청을 아직 안했는데 다음에도 신청하고싶어요.']",https://taling.me/Talent/Detail/10726
49,앱개발,취업 강의-급여공개 iOS 개발자로 취업 도전,양건화,"980,000원",총 4회 28시간,5,['임소은'],['컴맹이라 걱정 많이 했는데\n강사님이 정말 성심성의껏 열정적으로 알려주세요! 덕분에 흥미가 생기네요 감사합니다😁'],https://taling.me/Talent/Detail/12554
50,앱개발,60시간 [Kotlin으로 배우는] 안드로이드 서비스개발,박기완,"297,000원",총 6회 18시간,4.8,"['희주', '최태근']","['자바도 안드로이드도 처음이었는데 잘 따라올 수 있도록 쉽게 가르쳐 주셨습니다 보충수업도 잘 이뤄지고 수업이 다 끝나고도 신경써주셔서 감사했습니다 무엇보다 코틀린 기본 문법부터 앱 개발 과정과 앱출시까지 단계별로 모두 경험해볼 수 있는 커리큘럼이 좋았습니다', '현재 IT운영을 하면서 안드로이드 개발은 아예 경험이 없고 자기만의 기술이 필요한 듯 하여 탈잉에서 검색을 하여 듣게되었습니다.\n\n강의내용은 코드 초보자를 위한 자바 기초강의부터 시작하여 안드로이드의 기본적인 내용과 네이버 맵 연동 및 FireBase 연동까지 진행하였습니다.\n\n강사님이 세세하게 알려주시고 모르는 부분이 있으면 자세하게 알려주는거와 동시에 어떻게 구글링을 하는지와 Git 검색법까지 배웠습니다.\n\n무엇보다 어떻게 대량 데이터베이스를 다루는지와 실제 마켓에 오픈하는 방법까지 최단 기간내의 프로젝트 오픈방법에 대해 배울수 있어서 최단시간내의 프로젝트 완성이 목표라면 주저없이 들으셔도 될 듯합니다\n\n또한 수업이 끝나도 계속적으로 소통공간이 열려있기때문에 좋은듯 합니다']",https://taling.me/Talent/Detail/14620
51,앱개발,"진짜 IT 기획 - 1:1 방문코칭 - 플랫폼 성공, 핵심은 알고 하자",조동진,"305,800원",총 1회 4시간,5,"['이시행', 'Landen', 'YH', '서미영', 'Ar ch']","['사업의 본질을 다시한번 생각해볼 수 있는 소중한 시간이었습니다. IT 서비스 기획 입문 단계였지만 누구나 쉽게 배울 수 있게 잘 알려주셧습니다.', '정말 친절하시고, 핵심을 잘 짚어주시며, 현실적인 조언을 주셔서 좋습니다.\n특히, 비대면으로 상담하면 답답하던 디테일이 현장에서 상담할때는 확실히 잡히는 것 같아 정말 좋았습니다.\n\n개인적으로는 코칭이 딱딱하지 않고 1:1 의 자유로운 토론분위기가 좋았구요. 저의 생각과 입장에 대해 충분히 들어주시고 상황에 적절한 대처방법을 알려주십니다. 특히 사업과 연관된 부분에서도 전문가이셔서 IT서비스와 비즈니스모델과의 정확한 연관성을 짚어주시고 IT서비스의 핵심이 무엇인지, 그리고 무엇보다도 두리뭉실한 조언보다는 실질적인 조언과 IT 프로세스 과정을 자료와 함께 제시해주셔서 너무 좋았습니다.\n\nIT 서비스를 고민하시는 분이라면 꼭 추천드리고 싶습니다.', '궁금한 질문들을 많이 해볼 수 있었고\n질문에 대한 답변을 핵심으로 잘 들을 수 있었습니다.\n\nIT 사업이 온라인이다보니 고객을 등한시하는 경우도 생길 수 있는데\n고객 중심 사고로 다시 본인 사업을 재점검 해볼 수 있어 좋았습니다.\n\n감사합니다.', 'IT 기획 및 개발에 있어 강사님의 인사이트에 감탄할 수 밖에 없었습니다. 기획부터 마케팅, 홍보, 개발까지 도메인 지식이 깊고 넓으세요. 강사님을 만나 뵙기 전에는 ‘나무’를 보고 기획했다면, 강의를 듣고 난 뒤 ‘숲’을 보는 방법을 알게 되었습니다. 수업이 끝나고도 성심성의껏 도와주려 하셔서 정말 감사드립니다. 저처럼 플랫폼 비즈니스를 준비중이신 분들에게 강력 추천 합니다!', '어제 강의를 들었습니다\n먼저 시간에 늦지않게 방운주셨고\n저녁6시에 만나뵈었는데 감사하게도 간식을\n준비해주셔서 강의를 듣다가 배고플때 먹었습니다\n\n저의 경우 제전공과 아이티의 연결모델에 대해 질문을\n드리고 그부분에 구동을 위해준비할부분에 대해\n질문을 했는데 성의껏 대답해주시고\n실제 좋은 아이디어를주셔서\n진행해보려합니다\n\n어제 감사했습니다\n좋은 아이디어 있으시면 계속 알려주세요\n추가 자료 감사드립니다']",https://taling.me/Talent/Detail/26279
52,앱개발,"자바/안드로이드/웹 프로젝트,이론,실습 맞춤형 수업",배성호,"264,000원",총 4회 8시간,0.2,['김지환'],['돈 버렸습니다\n주셨던 파일 중에 바이러스도 심어놓으셨네요ㅎㅎ..\n노트북 밀어야됩니다 수고하세요~'],https://taling.me/Talent/Detail/9208
53,앱개발,쉽게 배우는 iOS개발 with Objective-c,신철민,"528,000원",총 4회 16시간,,['-'],['-'],https://taling.me/Talent/Detail/21426
54,앱개발,개발자 연봉 3400이상 취업하고 싶은 분!! 비전공자도 가능,김양훈,"480,000원",총 4회 12시간,,['-'],['-'],https://taling.me/Talent/Detail/30162
55,앱개발,[튜터전자책-영상 제공]수백시간을 아끼는 안드로이드 앱 개발 가이드북(203page),최호준,"41,800원",총 1회 1시간,5,['김한수'],['코딩에 대해서 잘몰랐는데 이번 전자책강의를\n통해서 좋은 앱을 만들게 됬네요ㅋ감사합니다'],https://taling.me/Talent/Detail/28691
56,앱개발,유니티 게임 만들기 - 따라하면 누구나 안드로이드 모바일 게임을 만들 수 있습니다.,안종윤,"11,000원",총 1회 1시간,,['-'],['-'],https://taling.me/Talent/Detail/38169
57,앱개발,공식문서로 iOS 개발하다 막힐 때 물어보는 1:1 클래스,성두류,"33,000원",총 1회 1시간,,['-'],['-'],https://taling.me/Talent/Detail/31909
58,앱개발,스타트업 CEO 라면 꼭 알아야 할 잘나가는 앱들의 UX 비결!,권혜민,"50,000원",총 1회 2시간,5,"['김준호', '정명']","['사업을 하려고 하는데 UX, UI, GUI 관한 지식이 부족해서 수업을 신청했는데 너무 친절하고 꼼꼼하게 알려주셔서 도움이 많이 됐습니다.\n눈높이에 맞게 잘 설명해주셔서 이해하는데도 빨랐습니다. 수업을 하면서 기초 개념부터 성공한 기업들의 UX/UI/GUI를 보면서 같이 ‘왜’를 찾으면서 매일 쓰는 앱들임에도 불구하고 정확히 인식하지 못했던 부분들을 깨닫게 되어 유익한 시간이었습니다. 시야가 넓어져서 비즈니스 방향도 명확해지는 기분이에요!! 오늘 귀한 시간 내주셔서 감사합니다.\n이 수업 강추입니다!!!', '현재 예비창업패키지에 선정이 되어서 서비스 개발중인데 개발사와 원활한 커뮤니케이션을 위해 강의를 신청했습니다.\n\n하지만 본래 생각했던 것 이상을 배울 수 있었네요. 튜터님께서 경험도 많으신데다가 전달력도 좋으셔서 시간 가는줄 모르고 몰입해서 들을 수 있었습니다.\n\n혹시 웹서비스나 앱서비스를 생각중이시거나 창업진흥원등의 정부지원사업을 준비중이시라면 강추합니다.\n\n늦은 시간까지 열정적으로 강의해주신 튜터님께 감사드립니다!']",https://taling.me/Talent/Detail/37770
59,앱개발,원하시는 iOS앱을 같이 개발하면서 앱 만드는 법을 온라인으로 레슨해 드립니다. (1석 2조) 앱 주인이 되자,유영무,"66,000원",총 1회 2시간,,['-'],['-'],https://taling.me/Talent/Detail/34346
60,앱개발,"[야너개]야, 너도 개발자 될 수 있어! 그림으로 비전공자도 쉽게 배우는  iOS 앱개발 입문",홍원표,"528,000원",총 6회 24시간,,['-'],['-'],https://taling.me/Talent/Detail/28053
61,앱개발,안드로이드 개발 강의,박주찬,"264,000원",총 8회 8시간,,['-'],['-'],https://taling.me/Talent/Detail/1025
62,데이터분석,[파워비아이공방/기초반]일반 Excel유저를 위한 Power BI 강의 (by 현직컨설턴트,파비공,"160,000원",총 1회 4시간,5,"['김현호', 'Sally(이성연)', 'SuJin Kim 아이폰', '이용재', '양혜원']","['엑셀에서 데이터 시각화에 한계를 느끼고 신청 했습니다 편안한 분위기와 적극적인 설명으로 그 한계를 확실히 넘어섰네요. 엑셀의 한계로 답답함을 느끼시는 분들은 반드시 들어야할 강의 입니다 강추합니다. 특히 데이터 시각화와 데이터모델링에 대한 쉬운설명으로 큰 도움이 되었습니다... 저는 실무반도 등록할 예정입니다. 강의 품질에 대한 고민을 하시는 분들은 더이상 고민하지 마세요', '수업 오기전에 설치만 해보고 처음 다뤄보는데 대시보드까지 만들수 있게 됐습니다.!!\n완전 초보이신 분들도 부담없이 수강하실수 있으니 걱정안하셔도 될거같습니다.\n4시간만에 대시보드가 가능이라뇨..!!!\n열심히 복습해서 다음달에 실무강의까지 수강하겠습니다.\n감사합니다!!', '튜터님께서 차분하게 잘 가르쳐주셔서 이해하는데 도움이 많이 됬어요. 직접 만들어본게 큰 도움이 되었습니다. 수업시간 끝나고서도 질문 받고 대답해주셔서 감사해요. 직접 업무해보고 나중에 실무클래스 들으면 더 좋을것 같아요! 감사합니다~', '데이터 시각화 툴에 대해 공부하고 싶어서 강의를 들었는데, 완전 처음 다뤄봄에도 불구하고 수업에서 정말 자세하게 잘 알려주십니다.\n처음 다뤄보신 분들도 쉽게 따라할 수 있을 것 같고\n더 배워보고 싶은 마음이 들어서 앞으로도 블로그나 유튜브 그리고 개설되는 수업에 관심 갖고 임할 것 같습니다.\n업무에 접목할 수 있도록 여러가지 질문들도 잘 받아주시고 너무 유익했던 시간이었습니다.', '파워비아이를 쓰면서 이 기능은 어디에 있지? 이런건 안 되나? 하고 불편해서 그냥 엑셀로 해야겠다고 미뤄온 것들을 정리하려고 수강해서 도움이 많이 되었습니다! 감사합니다 :)']",https://taling.me/Talent/Detail/25939
63,데이터분석,[8월/9 원데이 모집 중] 비전공자도 즉시 써먹는 데이터분석 & 시각화 실습! 'R',김종혁,"90,000원",총 1회 3시간,5,"['김서현', '이설', '이경희', 'claire kim', '이서니']","['이론 기초부터 실습까지 함께 구성되어 있어 독학하고 싶은 분, 기초를 익히고 싶으신 분들 모두 추천드려요! 굉장히 세심하게 알려주셨고, 끝난 후에도 복습할 수 있게 코드도 주셨습니다. 그리고 공간도 깔끔하고 독립되어 있어서 굉장히 편했습니다.', '코딩에 막연하게 두려움만 가지고 있었는데 r언어의 대략적인 흐름을 알고나니 조금 걱정이 줄었어요~\n어려운 내용을 3시간 동안 쉽게 설명하려니 힘드셨을텐데 덕분에 잘 배웟습니다!! r언어를 실습할 수 있어서 좋았어요~ 담엔 정규클래스도 고려해볼게요:)', '짧은 시간이었음에도 불구하고 R에 대해서 기본부터 천천히 알려주셔서 더 배우고 싶다는 생각이 들게하는 수업이었습니다!\n프로그램 설치가 잘 안됐는데 계속 옆에서 도와주셨고 중간 중간에 작동 안될때마다 세심하게 알려주셔서 수업이 힘들지 않았습니다\n혼자하다가 안되면 원데이 말고 정규 클래스도 들어야겠어요!', '업무에서 R을 활용할 일이 있어 기초 인터넷 강의를 찾아보다가 질문 하고 싶은 것이 많이 생겨서 튜터님을 찾게 되었어요! 모르는 부분도 왜그런지 잘 설명해주시고 실무에서 필요한 내용들 많이 잘 알려주셔서 많은 도움이 되었습니다. :) 강추합니다~~', '처음 40분은 실습을 위한 이론수업, 이후 약 2시간동안 R을 활용한 실습을 진행했습니다.\n실용적인 부분을 실습하여 부담스럽지 않게 R을 경험할 수 있었고, 독학할 때 도움될만한 여러 방법을 알려주셔서 큰 도움이 되었습니다.\n실습 진행시 문제 없는지 한명씩 체크해주시고 수업 자료도 꼼꼼히 챙겨주십니다!\n세시간이 호다닥 지나갈 정도로 재밌는 수업이였습니다. R통남 화이팅:)!!']",https://taling.me/Talent/Detail/24389
